cod_ibge,uf,qnt_produzida
3546603,SP,102.0
3555802,SP,20.4
3556958,SP,102.0
3501202,SP,7.6499999999999995
3544202,SP,340.0
3504602,SP,8.5
3525706,SP,505.75
3530300,SP,102.0
3549805,SP,544.0
3533502,SP,122.39999999999999
3505500,SP,284.75
3512100,SP,60.35
3506102,SP,24.65
3524303,SP,17.849999999999998
3553104,SP,3.4
3525102,SP,6.8
3520442,SP,40.8
3530102,SP,204.0
3502804,SP,680.0
3518206,SP,17.0
3548054,SP,4284.0
3516507,SP,127.5
3517307,SP,90.95
3544608,SP,198.9
3519600,SP,1292.0
3513702,SP,42.5
3538709,SP,29.75
3514403,SP,106.25
3526001,SP,8.5
3531605,SP,31.45
3534807,SP,20.4
3535408,SP,5.1
3555109,SP,294.95
3500105,SP,57.8
3515806,SP,33.15
3521606,SP,68.0
3527405,SP,11.049999999999999
3528908,SP,42.5
3534609,SP,34.0
3534906,SP,34.0
3545100,SP,34.0
3500808,SP,10.2
3501301,SP,74.8
3509106,SP,111.35
3515301,SP,96.89999999999999
3515350,SP,44.199999999999996
3520608,SP,55.25
3528700,SP,173.4
3530201,SP,76.5
3538303,SP,51.85
3539202,SP,153.0
3541307,SP,563.55
3541406,SP,205.7
3541505,SP,346.8
3542404,SP,42.5
3543238,SP,55.25
3547700,SP,198.9
3519204,SP,136.0
3527801,SP,20.4
3543204,SP,17.849999999999998
3550506,SP,139.4
3509254,SP,3.4
3520301,SP,72.25
3524600,SP,29.75
3526100,SP,28.05
3537206,SP,153.0
2801207,SE,25.5
2805406,SE,25.5
2800209,SE,3.4
2803807,SE,1.7
2804300,SE,13.6
2804607,SE,15.299999999999999
2800506,SE,25.5
2801009,SE,25.5
2806800,SE,12.75
2803500,SE,581.4
2800100,SE,1.7
2800704,SE,4272.95
2801108,SE,3.4
2801603,SE,1.7
2802700,SE,758.1999999999999
2804409,SE,24338.05
2805703,SE,514.25
2806404,SE,6981.05
2807303,SE,10.2
2801306,SE,51.0
2807204,SE,18.7
2803302,SE,4314.599999999999
2803401,SE,9514.05
2804904,SE,7141.7
2805307,SE,2442.9
2806909,SE,4.25
2801504,SE,657.05
2802502,SE,45.9
2803609,SE,113.89999999999999
2804003,SE,61.199999999999996
2806602,SE,4188.8
2800308,SE,68.0
