,cod_ibge,qnt_produzida,uf
1218,1100908,15,RO
1219,1100098,360,RO
1220,1101203,6,RO
1221,1100502,99,RO
1222,1100288,300,RO
1223,1100924,3,RO
1224,1101450,15,RO
1225,1100189,54,RO
1226,1101476,120,RO
1227,1101484,7,RO
1228,1100304,950,RO
1229,1100031,2600,RO
1230,1100056,1946,RO
1231,1100064,38,RO
1232,1100072,9600,RO
1233,1101468,9000,RO
1234,1400050,2100,RR
1235,1400027,7600,RR
1236,1400100,1500,RR
1237,1400159,50400,RR
1238,1400175,4200,RR
1239,1400407,18000,RR
1240,1400308,30,RR
1241,4206652,5,SC
1242,4212908,9,SC
1243,4217303,2,SC
1244,4217758,2,SC
1245,4205175,1,SC
1246,4201273,2,SC
1247,4211108,120,SC
1248,4212205,360,SC
1249,4215802,70,SC
1250,4201307,18921,SC
1251,4204509,326,SC
1252,4205803,7867,SC
1253,4206504,29213,SC
1254,4208450,960,SC
1255,4208906,7055,SC
1256,4209102,22190,SC
1257,4210605,47016,SC
1258,4216206,106,SC
1259,4217402,1680,SC
1260,4203402,12,SC
1261,4204178,6,SC
1262,4200309,3850,SC
1263,4202859,301,SC
1264,4205100,120,SC
1265,4206900,435,SC
1266,4209151,27,SC
1267,4209508,239,SC
1268,4209904,1349,SC
1269,4210852,12267,SC
1270,4213708,15334,SC
1271,4214003,476,SC
1272,4214508,9500,SC
1273,4214607,11835,SC
1274,4214805,2890,SC
1275,4215307,720,SC
1276,4217808,18000,SC
1277,4218608,551,SC
1278,4219358,160,SC
1279,4219408,64,SC
1280,4201257,315,SC
1281,4201703,4028,SC
1282,4202206,2460,SC
1283,4202404,70,SC
1284,4202909,605,SC
1285,4205159,6611,SC
1286,4205902,20700,SC
1287,4206306,300,SC
1288,4207502,1683,SC
1289,4210001,2920,SC
1290,4214706,6525,SC
1291,4215109,4575,SC
1292,4218202,3750,SC
1293,4212809,2993,SC
1294,4202107,3994,SC
1295,4203204,8217,SC
1296,4207106,22812,SC
1297,4208203,12983,SC
1298,4208302,2540,SC
1299,4211306,5670,SC
1300,4213500,333,SC
1301,4216354,14231,SC
1302,4200200,1573,SC
1303,4212700,180,SC
1304,4203709,2080,SC
1305,4216305,360,SC
1306,4218004,15000,SC
1307,4202305,1684,SC
1308,4211900,3895,SC
1309,4212304,7886,SC
1310,4215703,59,SC
1311,4200705,1075,SC
1312,4201109,3,SC
1313,4215901,9,SC
1314,4203956,14214,SC
1315,4205704,1049,SC
1316,4206108,4,SC
1317,4206207,3354,SC
1318,4207205,18984,SC
1319,4207304,15429,SC
1320,4208807,31446,SC
1321,4209409,6433,SC
1322,4211702,5,SC
1323,4212403,351,SC
1324,4212650,86,SC
1325,4215455,4358,SC
1326,4215604,3,SC
1327,4218400,6767,SC
1328,4218707,28800,SC
1329,4204251,617,SC
1330,4204608,1993,SC
1331,4205456,93930,SC
1332,4207007,12650,SC
1333,4209607,10,SC
1334,4211207,3024,SC
1335,4211603,75650,SC
1336,4217600,825,SC
1337,4218350,65,SC
1338,4219002,326,SC
1339,4201406,48637,SC
1340,4205191,27392,SC
1341,4208708,66865,SC
1342,4210407,16280,SC
1343,4210803,90543,SC
1344,4211256,25663,SC
1345,4212254,4152,SC
1346,4213807,36515,SC
1347,4215653,6847,SC
1348,4216404,32024,SC
1349,4217709,12202,SC
1350,4218103,22220,SC
1351,4218806,110066,SC
1352,3530409,4,SP
1353,3537008,24,SP
1354,3540903,140,SP
1355,3505906,26,SP
1356,3510906,14,SP
1357,3525300,25,SP
1358,3512704,360,SP
1359,3542107,4,SP
1360,3522604,6,SP
1361,3501905,2,SP
1362,3552106,7,SP
1363,3513306,240,SP
1364,3528809,18,SP
1365,3537156,1740,SP
1366,3521705,36,SP
1367,3518503,17,SP
1368,3502705,6,SP
1369,3505351,10,SP
1370,3517604,5,SP
1371,3521200,110,SP
1372,3522158,16,SP
1373,3522653,7,SP
1374,3542800,11,SP
1375,3519709,6,SP
1376,3532405,11,SP
1377,3508504,3900,SP
1378,3538006,2700,SP
1379,3546009,7,SP
1380,3554102,1646,SP
1381,3554805,3400,SP
1382,3502507,1700,SP
1383,3508603,450,SP
1384,3509957,2400,SP
1385,3513405,205,SP
1386,3518404,17220,SP
1387,3526605,6,SP
1388,3527207,1230,SP
1389,3540754,3034,SP
1390,3541901,3,SP
1391,3544301,7200,SP
1392,3503505,12,SP
1393,3524907,12,SP
1394,3505401,34,SP
1395,3509908,12,SP
1396,3514809,39,SP
1397,3520301,8170,SP
1398,3524600,50,SP
1399,3536208,18,SP
1400,3542602,1564,SP
1401,3551801,934,SP
1402,2800704,1680,SE
1403,2801603,617,SE
1404,2802700,22970,SE
1405,2804409,16053,SE
1406,2805703,8031,SE
1407,2807303,1353,SE
1408,2803401,280,SE
1409,2804904,243,SE
1410,1700301,16,TO
1411,1701002,34,TO
1412,1702208,300,TO
1413,1702554,30,TO
1414,1702901,60,TO
1415,1703800,31,TO
1416,1703826,56,TO
1417,1703891,60,TO
1418,1706506,788,TO
1419,1707405,86,TO
1420,1710706,75,TO
1421,1712801,20,TO
1422,1714302,24,TO
1423,1713809,154,TO
1424,1718303,30,TO
1425,1718550,36,TO
1426,1718808,249,TO
1427,1720002,53,TO
1428,1720101,999,TO
1429,1720200,30,TO
1430,1720309,90,TO
1431,1720804,55,TO
1432,1701309,42,TO
1433,1702109,16,TO
1434,1703008,120,TO
1435,1707702,27,TO
1436,1714880,27,TO
1437,1715705,22,TO
1438,1716307,2,TO
1439,1717206,32,TO
1440,1722081,148,TO
1441,1700251,97,TO
1442,1701903,3150,TO
1443,1703107,140,TO
1444,1703602,2,TO
1445,1703909,285,TO
1446,1706001,155,TO
1447,1707108,550,TO
1448,1707207,360,TO
1449,1708304,175,TO
1450,1709302,1710,TO
1451,1711803,50,TO
1452,1712504,200,TO
1453,1713205,1320,TO
1454,1713304,294,TO
1455,1713700,242,TO
1456,1718402,4,TO
1457,1718709,26,TO
1458,1721257,4,TO
1459,1721307,1,TO
1460,1702000,108,TO
1461,1704600,30,TO
1462,1706100,18924,TO
1463,1707306,50000,TO
1464,1707553,19,TO
1465,1708205,149600,TO
1466,1711902,302160,TO
1467,1715002,34,TO
1468,1715507,69,TO
1469,1716109,218,TO
1470,1717503,90000,TO
1471,1718451,120,TO
1472,1718840,65,TO
1473,1700350,258,TO
1474,1700707,370,TO
1475,1703701,656,TO
1476,1703867,50,TO
1477,1706258,8550,TO
1478,1707652,44,TO
1479,1709500,33,TO
1480,1711506,104,TO
1481,1715754,80,TO
1482,1716604,419,TO
1483,1718899,21775,TO
1484,1720259,30,TO
1485,1720853,36,TO
1486,1720978,60,TO
1487,1701101,497,TO
1488,1703305,185,TO
1489,1709807,30,TO
1490,1712009,27,TO
1491,1713601,462,TO
1492,1721000,217,TO
1493,1716505,96,TO
1494,1718204,456,TO
1495,1718881,128,TO
1496,1720655,177,TO
1497,1721109,20,TO
1498,1703073,293,TO
1499,1703842,2754,TO
1500,1704105,215,TO
1501,1709005,2000,TO
1502,1710904,121,TO
1503,1711951,34,TO
1504,1712405,3990,TO
1505,1715101,533,TO
1506,1717909,44,TO
1507,1718758,362,TO
1508,1700400,99,TO
1509,1702406,319,TO
1510,1702703,32,TO
1511,1705102,189,TO
1512,1705557,137,TO
1513,1705607,90,TO
1514,1707009,143,TO
1515,1712157,30,TO
1516,1714203,105,TO
1517,1715150,105,TO
1518,1715259,60,TO
1519,1716208,107,TO
1520,1717008,112,TO
1521,1717800,137,TO
1522,1718006,105,TO
1523,1718659,50,TO
1524,1718907,130,TO
1525,1720499,75,TO
1526,1720903,220,TO
1527,1720937,30,TO
1528,1600204,42,AP
1529,1600501,9,AP
1530,1600105,8,AP
1531,1600550,28,AP
1532,1600709,118,AP
1533,1600212,9,AP
1534,1600238,14,AP
1535,1600253,242,AP
1536,1600303,48,AP
1537,1600154,56,AP
1538,1600535,56,AP
1539,1600600,24,AP
1540,1600055,38,AP
1541,1600279,52,AP
1542,1600402,40,AP
1543,1600808,31,AP
1544,1303809,2,AM
1545,1300607,18,AM
1546,1302306,90,AM
1547,1301506,332,AM
1548,1301654,39,AM
1549,1301803,135,AM
1550,1300508,8,AM
1551,1300680,8,AM
1552,1300706,275,AM
1553,1303502,40,AM
1554,1302405,12,AM
1555,1300144,148,AM
1556,1301704,40,AM
1557,2911105,119,BA
1558,2928901,10,BA
1559,2928406,13,BA
1560,2908101,114,BA
1561,2909109,8,BA
1562,2909307,115,BA
1563,2917359,20,BA
1564,2928109,6,BA
1565,2906006,9,BA
1566,2914406,3,BA
1567,2919801,15,BA
1568,2900108,10,BA
1569,2921906,210,BA
1570,2924306,15,BA
1571,2929909,1,BA
1572,2900504,45,BA
1573,2926905,19,BA
1574,2304707,165,CE
1575,2307809,7,CE
1576,2307908,72,CE
1577,2305308,24,CE
1578,2313401,207,CE
1579,2313609,60,CE
1580,2314102,509,CE
1581,2304004,116,CE
1582,2304509,89,CE
1583,2308807,96,CE
1584,2313906,83,CE
1585,2303105,3,CE
1586,2304657,75,CE
1587,2308005,13,CE
1588,2309003,16,CE
1589,2309904,3,CE
1590,2305803,5,CE
1591,2305902,14,CE
1592,2310951,9,CE
1593,2311702,23,CE
1594,2313955,9,CE
1595,2306306,19,CE
1596,2313559,13,CE
1597,2313807,72,CE
1598,2300150,16,CE
1599,2301208,3,CE
1600,2302107,95,CE
1601,2309805,228,CE
1602,2310100,144,CE
1603,2311603,606,CE
1604,2304954,3,CE
1605,2307700,4,CE
1606,2300309,65,CE
1607,2304269,2,CE
1608,2310506,18,CE
1609,2307007,1860,CE
1610,2307601,910,CE
1611,2308708,5233,CE
1612,2311504,1195,CE
1613,2311801,664,CE
1614,2312502,1217,CE
1615,2313104,130,CE
1616,2303808,38,CE
1617,2305407,1105,CE
1618,2305506,1791,CE
1619,2309508,14,CE
1620,2311355,735,CE
1621,2303303,715,CE
1622,2307403,15,CE
1623,2313252,29,CE
1624,2314003,278,CE
1625,2307502,160,CE
1626,2301307,5,CE
1627,2301604,5,CE
1628,2311207,2,CE
1629,2303204,17,CE
1630,2304301,62,CE
1631,2304806,22,CE
1632,2301703,8,CE
1633,2301901,26,CE
1634,2304202,160,CE
1635,2307106,12,CE
1636,2307304,13,CE
1637,2308401,12,CE
1638,2309201,14,CE
1639,2312106,12,CE
1640,2300101,5,CE
1641,2308302,12,CE
1642,3200904,20,ES
1643,3203304,75,ES
1644,3200136,6,ES
1645,3203908,210,ES
1646,3200359,12,ES
1647,3200805,10,ES
1648,3201506,20,ES
1649,3204005,6,ES
1650,3200102,2,ES
1651,3203163,10,ES
1652,5215256,16,GO
1653,5220207,26165,GO
1654,5212204,70,GO
1655,5203575,63,GO
1656,5204656,103,GO
1657,5207501,22,GO
1658,5208103,132,GO
1659,5213087,35,GO
1660,5213772,135,GO
1661,5214101,283,GO
1662,5218003,97,GO
1663,5219605,190,GO
1664,5221452,64,GO
1665,5220009,13500,GO
1666,5203203,60,GO
1667,5208608,56,GO
1668,5209291,240,GO
1669,5209457,48,GO
1670,5210158,92,GO
1671,5211206,48,GO
1672,5213855,48,GO
1673,5214861,50,GO
1674,5216908,36,GO
1675,5218607,24,GO
1676,5218904,42,GO
1677,5219357,89,GO
1678,5220280,176,GO
1679,5201108,30,GO
1680,5203609,34,GO
1681,5205208,112,GO
1682,5206800,55,GO
1683,5209606,131,GO
1684,5210406,47,GO
1685,5210604,85,GO
1686,5211800,49,GO
1687,5212055,9,GO
1688,5215009,70,GO
1689,5216809,10,GO
1690,5219902,60,GO
1691,5221007,49,GO
1692,5200159,52,GO
1693,5203302,60,GO
1694,5208707,23,GO
1695,5214507,150,GO
1696,5219738,68,GO
1697,5203962,2,GO
1698,5207907,78240,GO
1699,5205513,90,GO
1700,5217302,120,GO
1701,5222302,10,GO
1702,5218805,225,GO
1703,5204607,52,GO
1704,5215702,180,GO
1705,5200506,2,GO
1706,5203906,21,GO
1707,5204508,25,GO
1708,5206503,75,GO
1709,5209101,3,GO
1710,5211503,3,GO
1711,5212105,4,GO
1712,5212600,131,GO
1713,5212907,29,GO
1714,5213806,62,GO
1715,5216007,13,GO
1716,5217104,2147,GO
1717,5215306,20,GO
1718,5219209,20,GO
1719,5220603,58,GO
