cod_ibge,uf,qnt_produzida
2402600,RN,13160.846609999999
2403103,RN,7978.236064999999
2403251,RN,48287.271674999996
2403608,RN,5188.990014999999
2404200,RN,4785.3113299999995
2405603,RN,2665.90963
2407104,RN,14677.742809999998
2408003,RN,53834.220839999994
2408102,RN,158903.38291
2408904,RN,3829.6312824999995
2409407,RN,5458.345414999999
2411205,RN,7140.576212499999
2412005,RN,18592.4336925
2412302,RN,2286.1539574999997
2500601,PB,3520.2269874999997
2501500,PB,3760.3431499999992
2501807,PB,17281.098192499998
2503001,PB,3912.5643924999995
2503209,PB,12364.298897499999
2503704,PB,11088.93652
2504009,PB,73333.779725
2504603,PB,4490.6152575
2505105,PB,3602.8056824999994
2506301,PB,10524.176217499999
2506905,PB,4317.3063225
2507002,PB,4423.0992
2507507,PB,146337.24467
2507903,PB,1919.157225
2508307,PB,4913.60956
2508604,PB,2364.65688
2508901,PB,8042.562387499999
2509107,PB,3879.9582124999993
2509206,PB,2494.5499774999994
2510105,PB,1880.8804049999999
2510808,PB,19274.150944999998
2511202,PB,5069.374952499999
2511707,PB,874.8734274999998
2512101,PB,5812.9376225
2512408,PB,2445.6407074999997
2512507,PB,7865.886509999998
2512606,PB,356.0098674999999
2512705,PB,3539.3653974999993
2512903,PB,4298.699534999999
2513406,PB,2741.400025
2513703,PB,24471.115297499997
2513901,PB,6140.239874999999
2515302,PB,9387.9217275
2516003,PB,4616.4325825
2516201,PB,12403.993377499999
2600054,PE,17844.440834999998
2600104,PE,6653.432794999999
2600906,PE,4059.823825
2601052,PE,3710.0162199999995
2601201,PE,13342.838712499999
2601300,PE,2592.9001399999997
2601409,PE,7596.176694999999
2601706,PE,13632.572974999997
2601904,PE,10802.5692
2602100,PE,8678.7373125
2602605,PE,9160.91892
2602902,PE,37354.63217
2603108,PE,3653.6642349999993
2603454,PE,28343.4535875
2603504,PE,3372.6131399999995
2603603,PE,1522.56684
2604007,PE,15085.851682499999
2604106,PE,65450.34967249999
2604205,PE,7757.789935
2604601,PE,4741.186662499999
2605004,PE,4294.978177499999
2605202,PE,12351.5399575
2605400,PE,3962.3596999999995
2606002,PE,25047.7485025
2606200,PE,14237.736587499998
2606408,PE,15117.394617499998
2606804,PE,21209.965674999996
2607208,PE,17561.4404575
2607604,PE,4798.070269999999
2607653,PE,6467.187712499999
2607752,PE,4810.12038
2607802,PE,3022.4511199999997
2607901,PE,126053.010975
2608206,PE,2835.1427924999994
2608503,PE,3808.189175
2608800,PE,7244.774222499999
2608909,PE,9950.023917499999
2609402,PE,11304.420839999999
2609501,PE,5789.900647499999
2609600,PE,69772.61780499999
2610004,PE,11296.0920875
2610608,PE,10162.141294999998
2610707,PE,59704.573692499995
2610905,PE,12061.982902499998
2611101,PE,63683.41368999999
2611606,PE,294344.67002749996
2611804,PE,8472.8221975
2612208,PE,10909.0709075
2612505,PE,19813.92499
2613404,PE,3875.1736099999994
2613701,PE,20362.913825
2613909,PE,15499.808402499997
2614501,PE,11729.718839999998
2615300,PE,9318.810802499998
2615409,PE,8344.346759999999
2615508,PE,2455.38712
2615607,PE,5511.6848725
2616407,PE,24877.983717499996
2700300,AL,41521.31211749999
2700409,AL,8424.444549999998
2700508,AL,2870.9387074999995
2701001,AL,4860.6245174999995
2701308,AL,3791.7088774999993
2701407,AL,10277.5033775
2702108,AL,3887.0465124999996
2702207,AL,1042.334515
2702306,AL,10215.4807525
2702405,AL,9303.5709575
2702801,AL,2272.3317725
2704302,AL,182806.72537749997
2704500,AL,5910.047332499999
2704708,AL,9365.061959999999
2705101,AL,4364.089102499999
2705200,AL,3225.3537074999995
2705507,AL,5037.65481
2706307,AL,13016.245289999999
2706448,AL,2389.46593
2706703,AL,11342.1660375
2706901,AL,6257.196824999999
2707305,AL,4843.258182499999
2707701,AL,13407.873864999998
2707909,AL,1301.4118799999999
2708006,AL,8490.011325
2708600,AL,11044.989059999998
2708907,AL,2488.347715
2709152,AL,7898.138274999999
2709301,AL,11689.138322499997
2709400,AL,4546.258412499999
2800308,SE,119192.24540499998
2800605,SE,5571.226592499999
2801504,SE,3053.63964
2802007,SE,937.4276749999999
2802106,SE,12390.171192499998
2802502,SE,606.2268574999999
2802908,SE,17160.597092499997
2803500,SE,18786.653112499996
2803609,SE,5374.171852499999
2804003,SE,3070.65156
2804409,SE,3311.6537599999997
2804805,SE,33267.695597499995
2805703,SE,5272.98637
2805901,SE,1834.806455
2806107,SE,1977.2812849999996
2806701,SE,16319.038675
2807204,SE,1603.019045
2807402,SE,9367.365657499999
2900702,BA,27116.823272499998
2903201,BA,28075.338639999998
2903904,BA,12431.2833325
2904605,BA,11955.83561
2904902,BA,5964.6272425
2905701,BA,54793.97665999999
2906303,BA,5444.168814999999
2906501,BA,15562.36265
2906873,BA,5503.1789125
2907202,BA,12952.450589999999
2907509,BA,9785.752564999999
2908002,BA,2858.0025599999994
2908408,BA,11942.722254999999
2908507,BA,5959.665432499999
2909802,BA,11327.635022499999
2910057,BA,14833.153787499998
2910727,BA,20442.657199999998
2910800,BA,110596.44120249999
2911204,BA,5808.5074349999995
2911600,BA,3685.9159999999997
2911709,BA,15125.1917475
2913606,BA,27934.813092499997
2913903,BA,8146.051567499999
2914604,BA,13122.215374999998
2914653,BA,5475.888957499999
2914703,BA,11482.159962499998
2914802,BA,37944.20152249999
2915601,BA,11416.238772499999
2915809,BA,3982.5613549999994
2916104,BA,3976.5362999999998
2916401,BA,13717.278159999998
2916807,BA,3532.9859275
2917102,BA,3613.9697549999996
2917508,BA,14309.328417499999
2917607,BA,9730.9954475
2918001,BA,27693.456477499996
2918407,BA,38904.84338
2919207,BA,36268.8818175
2919553,BA,16421.996232499998
2919702,BA,3376.8661199999997
2919926,BA,3854.9719549999995
2921005,BA,8442.6969225
2922300,BA,5213.4446499999995
2922508,BA,5078.9441575
2923001,BA,7827.2552749999995
2924009,BA,21125.437697499998
2925105,BA,8308.373637499999
2925204,BA,7159.3602075
2925303,BA,27029.282767499997
2926608,BA,9586.3941275
2927408,BA,513958.27919249993
2928109,BA,7036.3782025
2928604,BA,10666.119424999999
2928703,BA,18288.522829999998
2929008,BA,2619.8356799999997
2929057,BA,2754.3361725
2929206,BA,7205.9657799999995
2929503,BA,7895.302954999999
2930105,BA,14143.462197499997
2930501,BA,14476.6122975
2930709,BA,24298.160777499997
2930774,BA,4124.327354999999
2931350,BA,29113.420174999996
2932903,BA,17343.8296475
2933208,BA,7829.913387499999
2933307,BA,60896.11692249999
2933604,BA,8251.135615
3100203,MG,5357.817845
3101508,MG,8161.90297
3101607,MG,18649.296495000002
3101631,MG,1624.18138
3101706,MG,9760.749699999998
3101904,MG,4619.888585
3102605,MG,9605.05676
3102902,MG,2641.9433649999996
3103504,MG,27260.313715
3103751,MG,1610.36248
3104007,MG,24966.836945
3104205,MG,9364.14727
3104304,MG,3521.05572
3104908,MG,4433.333435
3105103,MG,5519.26866
3105400,MG,7653.82808
3105608,MG,32027.834215
3105905,MG,4832.239015
3106002,MG,2365.104735
3106200,MG,582858.400815
3106309,MG,6282.302255
3106705,MG,103647.27756
3106903,MG,3365.36278
3107109,MG,9283.53702
3107307,MG,11635.744115
3107406,MG,11846.48234
3108008,MG,4056.3077799999996
3108552,MG,3903.83925
3109006,MG,9490.82052
3109253,MG,917.5749599999999
3109402,MG,6491.1979599999995
3109907,MG,2733.608735
