cod_ibge,uf,qnt_produzida
41010,PR,43079.29928750001
41020,PR,9354.2127
41014,PR,4037.0085875000004
41006,PR,18472.924662500005
41007,PR,6529.232237500001
41023,PR,53609.987287500015
41016,PR,16357.237750000002
41011,PR,119417.67871250003
41005,PR,18720.031487500004
41021,PR,66872.80705
41003,PR,14905.742250000003
41030,PR,10114.4848875
41002,PR,20563.489537500005
41001,PR,20883.611875000002
41026,PR,19793.814950000004
41012,PR,2553.1923375000006
41008,PR,2418.0328375000004
41024,PR,48310.41267500001
41004,PR,7278.4859875
41022,PR,39747.764525000006
41029,PR,26995.906437500005
41032,PR,9026.157087500002
41013,PR,4684.451975000001
41036,PR,7147.440037500001
41009,PR,95249.54407500001
41038,PR,32557.572950000005
41027,PR,12455.094837500003
41039,PR,5089.783562500001
41019,PR,11839.384550000002
41033,PR,8564.704925
41018,PR,2843.9321750000004
42011,SC,13368.743675000002
42017,SC,976.380475
42016,SC,158727.9378125
42008,SC,142591.80337500002
42020,SC,11994.817975
42013,SC,112375.13420000001
42012,SC,106850.48963750002
42018,SC,43305.544537500005
42004,SC,28405.384962500004
42009,SC,13795.377575000002
42006,SC,21606.127550000005
42002,SC,41786.32237500002
42019,SC,58064.5212
42005,SC,11118.778737500003
42010,SC,27718.569025000008
42007,SC,18951.8594125
42015,SC,11695.410300000003
42001,SC,6059.5529750000005
42003,SC,11979.832900000001
43031,RS,25212.388687500003
43029,RS,46853.481412500005
43026,RS,574720.0839625001
43021,RS,33860.099175
43033,RS,54688.76577500001
43025,RS,19333.244262500004
43034,RS,6539.369200000001
43016,RS,123123.10578750001
43022,RS,11981.0082
43028,RS,12347.848712500003
43032,RS,1426.0796375000002
43024,RS,42221.62411250001
43027,RS,36270.05182500001
43023,RS,22558.7082
43009,RS,17688.85265
43011,RS,8750.2554125
43007,RS,17485.231925000004
43004,RS,19017.823125000003
43003,RS,4653.453437500001
43014,RS,10620.892275
43002,RS,2856.8604750000004
43008,RS,20925.7757625
43018,RS,42712.164950000006
43017,RS,13609.827087500002
43015,RS,13907.7656375
43010,RS,40635.850587500005
43012,RS,2627.6769750000008
43035,RS,35579.122337500005
43030,RS,26009.976650000004
43020,RS,36288.85662500001
43001,RS,14357.464800000002
43013,RS,4564.130637500001
50002,MS,13712.5828
50006,MS,12829.807305
50008,MS,14860.955655000002
50009,MS,10916.72295
50004,MS,182186.54639500004
50005,MS,13059.407270000002
50001,MS,25498.279135000004
50003,MS,18910.75585
50010,MS,73003.09009000001
50011,MS,14000.188930000002
50007,MS,23339.927555000002
51010,MT,9022.476610000002
51002,MT,9718.364075000001
51022,MT,3676.9567100000004
51014,MT,8432.902695
51015,MT,2845.6593550000002
51013,MT,30605.805895000005
51011,MT,11508.348530000001
51018,MT,17782.153585
51004,MT,12011.939030000001
51003,MT,6314.465325
51017,MT,170474.150455
51021,MT,49857.138135
51001,MT,7682.552850000001
51006,MT,39696.733510000005
51020,MT,1300.38258
51012,MT,8599.274075000001
51019,MT,11913.83214
51005,MT,3982.281765
51007,MT,27783.274400000002
52010,GO,478471.03283000016
52014,GO,12792.504305
52012,GO,223361.224765
52011,GO,2917.84066
52007,GO,104574.297625
52003,GO,3806.7711500000005
52015,GO,61038.52587
52018,GO,16630.79649
52005,GO,3753.4278600000002
52017,GO,29064.818965000002
52006,GO,32616.251080000002
52008,GO,5869.813565
52013,GO,90011.579455
52004,GO,30326.965970000005
52001,GO,2998.6016550000004
52016,GO,5951.507135000001
52009,GO,6432.529320000001
53001,DF,577138.027375
