,cod_ibge,uf,qnt_produzida
1060,3104700,MG,73.0
1061,3104809,MG,49.5
1062,3104908,MG,3.0
1063,3105004,MG,152.0
1064,3105103,MG,441.5
1065,3105301,MG,7.5
1066,3105400,MG,6.0
1067,3105608,MG,434.0
1068,3106101,MG,20.0
1069,3106309,MG,71.5
1070,3106408,MG,20354.0
1071,3106507,MG,25.0
1072,3106606,MG,6.0
1073,3106655,MG,4.5
1074,3106705,MG,50.5
1075,3107000,MG,29.0
1076,3107109,MG,89.0
1077,3107307,MG,139.5
1078,3107406,MG,930.5
1079,3107604,MG,5.0
1080,3107703,MG,143.5
1081,3107802,MG,41.0
1082,3107901,MG,78.0
1083,3108008,MG,13.5
1084,3108107,MG,5262.5
1085,3108206,MG,22.5
1086,3108305,MG,12.0
1087,3108404,MG,1875.0
1088,3108503,MG,30.0
1089,3108602,MG,12.5
1090,3108909,MG,238.0
1091,3109006,MG,10485.5
1092,3109105,MG,263.5
1093,3109204,MG,4.5
1094,3109253,MG,67.5
1095,3109303,MG,3649.5
1096,3109402,MG,497.5
1097,3109451,MG,38.5
1098,3109709,MG,8.5
1099,3109907,MG,7.5
1100,3110004,MG,224.0
1101,3110103,MG,11.0
1102,3110202,MG,54.0
1103,3110301,MG,19.0
1104,3110400,MG,90.0
1105,3110509,MG,36.0
1106,3110608,MG,182.0
1107,3110707,MG,5182.5
1108,3110905,MG,27300.0
1109,3111002,MG,713.0
1110,3111101,MG,11506.5
1111,3111200,MG,35.0
1112,3111309,MG,45.0
1113,3111408,MG,910.0
1114,3111507,MG,60.0
1115,3111606,MG,241.5
1116,3111705,MG,14.5
1117,3111804,MG,591.0
1118,3111903,MG,144.0
1119,3112000,MG,23.5
1120,3112307,MG,210.5
1121,3112802,MG,1527.5
1122,3113008,MG,59.0
1123,3113107,MG,6.0
1124,3113206,MG,83.0
1125,3113305,MG,32.5
1126,3113404,MG,458.5
1127,3113503,MG,8.0
1128,3113602,MG,10.0
1129,3113701,MG,6.5
1130,3113909,MG,115.0
1131,3114006,MG,280.0
1132,3114105,MG,30.0
1133,3114204,MG,9.5
1134,3114303,MG,500.0
1135,3114402,MG,1308.0
1136,3114501,MG,171.0
1137,3114550,MG,115.0
1138,3115003,MG,20.0
1139,3115102,MG,5.0
1140,3115300,MG,103.0
1141,3115359,MG,29.0
1142,3115409,MG,69.5
1143,3115458,MG,18.5
1144,3116100,MG,13.0
1145,3116506,MG,37.0
1146,3116605,MG,732.0
1147,3116704,MG,37.0
1148,3116902,MG,82500.0
1149,3117009,MG,11.5
1150,3117207,MG,24.0
1151,3117306,MG,1901.0
1152,3117405,MG,17.0
1153,3117702,MG,437.5
1154,3117900,MG,5.0
1155,3118007,MG,46.0
1156,3118304,MG,20.0
1157,3118403,MG,95.0
1158,3118502,MG,9.0
1159,3118700,MG,7.5
1160,3118809,MG,156.5
1161,3118908,MG,136.0
1162,3119104,MG,29.5
1163,3119203,MG,60.0
1164,3119302,MG,100.0
1165,3119401,MG,30.0
1166,3119500,MG,6.0
1167,3119609,MG,3.5
1168,3119708,MG,3900.0
1169,3119807,MG,82.0
1170,3119906,MG,3.0
1171,3120003,MG,11.0
1172,3120102,MG,10.0
1173,3120201,MG,914.0
1174,3120300,MG,40.0
1175,3120409,MG,107.5
1176,3120508,MG,20.0
1177,3120607,MG,75.0
1178,3120706,MG,7.5
1179,3120805,MG,513.5
1180,3120839,MG,10.5
1181,3120870,MG,13.5
1182,3120904,MG,831.0
1183,3121001,MG,115.0
1184,3121100,MG,24.5
1185,3121209,MG,42.0
1186,3121258,MG,18.0
1187,3121407,MG,203.5
1188,3121506,MG,11.0
1189,3121605,MG,53.0
1190,3122306,MG,136.0
1191,3122405,MG,955.5
1192,3122454,MG,40.5
1193,3122470,MG,121.5
1194,3122504,MG,22.5
1195,3123601,MG,34.5
1196,3123700,MG,45.0
1197,3123809,MG,93.0
1198,3123858,MG,23.5
1199,3123908,MG,30.0
1200,3124005,MG,30.0
1201,3124104,MG,18.5
1202,3124203,MG,8.5
1203,3124302,MG,253.5
1204,3124401,MG,293.0
1205,3124500,MG,18.0
1206,3124807,MG,437.5
1207,3125408,MG,42.0
1208,3125507,MG,5.0
1209,3125606,MG,6.0
1210,3125705,MG,40.0
1211,3125804,MG,16.0
1212,3125952,MG,33.0
1213,3126000,MG,12.5
1214,3126109,MG,1629.5
1215,3126208,MG,11242.0
1216,3126307,MG,2550.0
1217,3126505,MG,5.0
1218,3126604,MG,6.0
1219,3126703,MG,35.0
1220,3126752,MG,13.0
1221,3126802,MG,15.0
1222,3127073,MG,9.0
1223,3127107,MG,58217.5
1224,3127354,MG,42.5
1225,3127388,MG,2.5
1226,3127404,MG,5.0
1227,3127503,MG,3.5
1228,3127602,MG,144.0
1229,3127701,MG,46.0
1230,3127800,MG,337.0
1231,3127909,MG,84.0
1232,3128006,MG,5.5
1233,3128105,MG,160.0
1234,3128204,MG,20.5
1235,3128303,MG,157.5
1236,3128402,MG,193.5
1237,3128501,MG,11.5
1238,3128808,MG,310.5
1239,3128907,MG,749.5
1240,3129004,MG,103.0
1241,3129103,MG,7152.5
1242,3129301,MG,25.5
1243,3129509,MG,1229.5
1244,3129707,MG,5224.0
1245,3129806,MG,24.0
1246,3130002,MG,4.5
1247,3130101,MG,214.0
1248,3130507,MG,19.0
1249,3130556,MG,462.0
1250,3130606,MG,81.5
1251,3130655,MG,36.0
1252,3130705,MG,180.0
1253,3130903,MG,518.5
1254,3131000,MG,20.0
1255,3131208,MG,56.5
1256,3131505,MG,32.0
1257,3131703,MG,35.0
1258,3131802,MG,25.0
1259,3131901,MG,5.5
1260,3132008,MG,18.0
1261,3132206,MG,975.5
1262,3132305,MG,33.0
1263,3132404,MG,20.0
1264,3132503,MG,19.5
1265,3132602,MG,271.5
1266,3132701,MG,189.5
1267,3133105,MG,64.0
1268,3133204,MG,22.5
1269,3133303,MG,5.5
1270,3133402,MG,1014.0
1271,3133501,MG,515.0
1272,3133709,MG,20.0
1273,3133808,MG,31.0
1274,3133907,MG,6.0
1275,3134004,MG,10.0
1276,3134103,MG,25.0
1277,3134202,MG,8530.0
1278,3134301,MG,49.5
1279,3134400,MG,3029.0
1280,3134608,MG,1062.0
1281,3134806,MG,58.0
1282,3135050,MG,27113.5
1283,3135076,MG,12.5
1284,3135100,MG,596.5
1285,3135209,MG,30.0
1286,3135308,MG,3.5
1287,3135407,MG,552.5
1288,3135456,MG,5.0
1289,3135704,MG,92.5
1290,3135803,MG,39.5
1291,3135902,MG,30.0
1292,3136108,MG,10.0
1293,3136306,MG,944.0
1294,3136405,MG,7.5
1295,3136520,MG,2.5
1296,3136579,MG,11.5
1297,3136603,MG,47.5
1298,3136652,MG,270.0
1299,3136702,MG,50.0
1300,3137007,MG,45.0
1301,3137403,MG,82.5
1302,3137502,MG,770.0
1303,3137536,MG,187.5
1304,3137601,MG,498.5
1305,3137700,MG,15.0
1306,3137809,MG,253.0
1307,3138005,MG,43.5
1308,3138104,MG,1481.5
1309,3138203,MG,75.0
1310,3138351,MG,7.5
1311,3138401,MG,12.0
1312,3138609,MG,6.0
1313,3138625,MG,55.0
1314,3138682,MG,3.5
1315,3138807,MG,173.0
1316,3139003,MG,160.5
1317,3139102,MG,3617.5
1318,3139201,MG,5.0
1319,3139409,MG,45.0
1320,3139607,MG,30.0
1321,3139706,MG,33.0
1322,3139805,MG,14.5
1323,3139904,MG,23.5
1324,3140001,MG,37.0
1325,3140100,MG,14.0
1326,3140159,MG,18.0
1327,3140308,MG,18.0
1328,3140407,MG,30.0
1329,3140506,MG,30.0
1330,3140704,MG,329.0
1331,3140852,MG,10368.5
1332,3141207,MG,17.5
1333,3141306,MG,4555.0
1334,3141405,MG,31.5
1335,3141603,MG,6.0
1336,3141702,MG,15.5
1337,3141801,MG,114.0
1338,3141900,MG,297.0
1339,3142007,MG,5.0
1340,3142205,MG,31.0
1341,3142304,MG,522.5
1342,3142403,MG,15.0
1343,3142502,MG,168.0
1344,3142601,MG,5115.0
1345,3142809,MG,18096.5
1346,3142908,MG,13.5
1347,3143104,MG,216.0
1348,3143203,MG,1622.5
1349,3143302,MG,376.0
1350,3143401,MG,102.5
1351,3143450,MG,14.5
1352,3143807,MG,18.0
1353,3143906,MG,33.0
1354,3144003,MG,70.5
1355,3144375,MG,18.0
1356,3144508,MG,30.0
1357,3144607,MG,20.0
1358,3144672,MG,34.5
1359,3144805,MG,5.0
1360,3144904,MG,30.0
1361,3145000,MG,23.5
1362,3145059,MG,90.0
1363,3145109,MG,1790.0
1364,3145307,MG,45.5
1365,3145372,MG,46.0
1366,3145604,MG,1080.0
1367,3145703,MG,7.5
1368,3145802,MG,312.5
1369,3145901,MG,18.0
1370,3146008,MG,118.5
1371,3146107,MG,120.0
1372,3146206,MG,26.0
1373,3146305,MG,25.0
1374,3146404,MG,2.5
1375,3146503,MG,20.0
1376,3146602,MG,3.0
1377,3146701,MG,80.0
1378,3146909,MG,6.0
1379,3147006,MG,33.0
1380,3147105,MG,84.0
1381,3147204,MG,523.5
1382,3147303,MG,9.0
1383,3147402,MG,243.0
1384,3147600,MG,15.0
1385,3147709,MG,27.5
1386,3148004,MG,260.5
1387,3148103,MG,1883.5
1388,3148301,MG,21.0
1389,3148400,MG,75.0
1390,3148707,MG,5.0
1391,3148806,MG,3.5
1392,3149101,MG,822.5
1393,3149200,MG,29.0
1394,3149309,MG,9.0
1395,3149408,MG,55.5
1396,3149606,MG,9.0
1397,3149804,MG,1025.0
1398,3149903,MG,1664.0
1399,3150109,MG,714.5
1400,3150158,MG,168.0
1401,3150307,MG,489.5
1402,3150406,MG,4796.0
1403,3150570,MG,10.0
1404,3150604,MG,127.5
1405,3150802,MG,136.5
1406,3150901,MG,36.0
1407,3151008,MG,68.0
1408,3151107,MG,19.5
1409,3151206,MG,7690.5
1410,3151305,MG,2032.0
1411,3151404,MG,84.0
1412,3151503,MG,402.5
1413,3151602,MG,5700.0
1414,3151800,MG,42.0
1415,3151909,MG,13.0
1416,3152006,MG,65.0
1417,3152105,MG,47.0
1418,3152170,MG,12.5
1419,3152204,MG,17.5
1420,3152303,MG,26.0
1421,3152402,MG,99.0
1422,3152501,MG,211.0
1423,3152709,MG,34.5
1424,3152808,MG,99048.0
1425,3152907,MG,40.0
1426,3153400,MG,464.0
1427,3153806,MG,1050.0
1428,3154002,MG,29.0
1429,3154200,MG,4.0
1430,3154309,MG,63.5
1431,3154408,MG,37.5
1432,3154457,MG,8578.0
1433,3154705,MG,54.0
1434,3154903,MG,11.0
1435,3155306,MG,40.0
1436,3155405,MG,35.0
1437,3155504,MG,125.0
1438,3155603,MG,150.0
1439,3155702,MG,18.0
1440,3155801,MG,131.5
1441,3156304,MG,340.0
1442,3156403,MG,115.0
1443,3156452,MG,27.5
1444,3156502,MG,7.5
1445,3156809,MG,36.0
1446,3156908,MG,956.0
1447,3157005,MG,104.5
1448,3157203,MG,7.5
1449,3157252,MG,126.5
1450,3157302,MG,15.0
1451,3157377,MG,24.5
1452,3157658,MG,3.0
1453,3158300,MG,11.5
1454,3158508,MG,117.5
1455,3158607,MG,31.5
1456,3158904,MG,30.0
1457,3159100,MG,6.0
1458,3159209,MG,480.0
1459,3159357,MG,16.5
1460,3159506,MG,503.5
1461,3159605,MG,29.0
1462,3159902,MG,266.5
1463,3160009,MG,30.0
1464,3160405,MG,50.5
1465,3160454,MG,204.0
1466,3160603,MG,260.0
1467,3160702,MG,7.0
1468,3160801,MG,12.5
1469,3160959,MG,125.0
1470,3161007,MG,4.5
1471,3161056,MG,15.0
1472,3161106,MG,20.5
1473,3161205,MG,612.0
1474,3161304,MG,1000.0
1475,3161403,MG,13.5
1476,3161502,MG,192.5
1477,3161700,MG,30.0
1478,3161809,MG,11.5
1479,3161908,MG,10.0
1480,3162005,MG,1856.5
1481,3162104,MG,830.0
1482,3162252,MG,13.5
1483,3162401,MG,3.0
1484,3162500,MG,2349.0
1485,3162559,MG,4.0
1486,3162609,MG,31.0
1487,3162658,MG,3.5
1488,3162708,MG,33.0
1489,3162906,MG,61.0
1490,3162922,MG,12.5
1491,3162948,MG,30.5
1492,3163102,MG,7.0
1493,3163201,MG,95.0
1494,3163300,MG,60.0
1495,3163409,MG,8.0
1496,3163508,MG,4.5
1497,3163706,MG,15.0
1498,3163805,MG,44.0
1499,3163904,MG,589.0
1500,3164001,MG,19.5
1501,3164308,MG,36.0
1502,3164407,MG,6.0
1503,3164431,MG,8.0
1504,3164704,MG,33263.0
1505,3164902,MG,18.5
1506,3165008,MG,36.0
1507,3165305,MG,3360.0
1508,3165404,MG,7.5
1509,3165503,MG,6.0
1510,3165537,MG,7.0
1511,3165552,MG,34.5
1512,3165578,MG,7.5
1513,3165909,MG,4.5
1514,3166808,MG,1016.0
1515,3166907,MG,15.0
1516,3167103,MG,60.0
1517,3167202,MG,17.0
1518,3167400,MG,1403.0
1519,3167608,MG,65.5
1520,3167707,MG,12.0
1521,3167905,MG,44.5
1522,3168002,MG,54.0
1523,3168051,MG,12.0
1524,3168200,MG,10.5
1525,3168309,MG,46.5
1526,3168507,MG,78.0
1527,3168606,MG,610.5
1528,3168804,MG,696.5
1529,3168903,MG,75.0
1530,3169000,MG,10005.5
1531,3169307,MG,4642.5
1532,3169356,MG,66.0
1533,3169406,MG,190.5
1534,3169604,MG,12.0
1535,3169703,MG,80.5
1536,3169802,MG,582.0
1537,3169901,MG,700.5
1538,3170008,MG,7.0
1539,3170057,MG,555.0
1540,3170107,MG,7812.0
1541,3170206,MG,56150.0
1542,3170404,MG,178.5
1543,3170503,MG,12.5
1544,3170529,MG,55.0
1545,3170578,MG,7.0
1546,3170651,MG,5.0
1547,3170701,MG,45.0
1548,3170750,MG,56.0
1549,3170800,MG,9489.5
1550,3170909,MG,45.0
1551,3171030,MG,56.0
1552,3171071,MG,35.0
1553,3171105,MG,120.0
1554,3171154,MG,20.0
1555,3171303,MG,124.5
1556,3171709,MG,947.5
1557,3171907,MG,7.5
1558,3172004,MG,1784.0
1559,3172103,MG,25.0
1560,3172202,MG,5.0
1561,3200102,ES,375.0
1562,3200136,ES,77.0
1563,3200169,ES,251.0
1564,3200201,ES,189.0
1565,3200300,ES,1160.5
1566,3200409,ES,108.0
1567,3200508,ES,60.0
1568,3200607,ES,530.0
1569,3200706,ES,96.0
1570,3200805,ES,7.0
1571,3201001,ES,264.5
1572,3201100,ES,42.0
1573,3201159,ES,45.0
1574,3201209,ES,265.0
1575,3201308,ES,235.5
1576,3201407,ES,156.0
1577,3201506,ES,340.0
1578,3201605,ES,375.5
1579,3201704,ES,1580.5
1580,3201803,ES,20.0
1581,3201902,ES,8293.5
1582,3202009,ES,120.0
1583,3202108,ES,94.0
1584,3202207,ES,357.0
1585,3202306,ES,250.5
1586,3202405,ES,813.5
1587,3202454,ES,69.0
1588,3202553,ES,10.5
1589,3202603,ES,198.5
1590,3202652,ES,56.0
1591,3202702,ES,201.5
1592,3202801,ES,120.0
1593,3202900,ES,1386.5
1594,3203007,ES,66.0
1595,3203056,ES,887.5
1596,3203106,ES,1350.0
1597,3203163,ES,136.0
1598,3203205,ES,3551.5
1599,3203304,ES,155.0
1600,3203320,ES,132.0
1601,3203346,ES,1223.5
1602,3203403,ES,167.0
1603,3203502,ES,63.5
1604,3203601,ES,30.0
1605,3203700,ES,340.0
1606,3203809,ES,122.5
1607,3203908,ES,285.0
1608,3204005,ES,10.0
1609,3204054,ES,1350.0
1610,3204104,ES,3090.0
1611,3204252,ES,24.0
1612,3204302,ES,392.5
1613,3204401,ES,202.5
1614,3204500,ES,2106.5
1615,3204559,ES,604.0
1616,3204609,ES,694.0
1617,3204658,ES,510.0
1618,3204708,ES,30.0
1619,3204807,ES,211.5
1620,3204906,ES,3080.0
1621,3204955,ES,9.0
1622,3205002,ES,146.0
1623,3205010,ES,1642.0
1624,3205036,ES,232.5
1625,3205069,ES,727.0
1626,3205101,ES,679.0
1627,3205150,ES,70.5
1628,3205176,ES,226.5
1629,3205200,ES,165.0
1630,3300159,RJ,20.0
1631,3300209,RJ,16374.5
1632,3300225,RJ,19.0
1633,3300233,RJ,12.0
1634,3300407,RJ,10.0
1635,3300506,RJ,533.5
1636,3300605,RJ,220.5
1637,3300704,RJ,124.0
1638,3300803,RJ,934.0
1639,3300902,RJ,18.0
1640,3300936,RJ,121.0
1641,3301009,RJ,222.5
1642,3301108,RJ,86.5
1643,3301306,RJ,322.5
1644,3301405,RJ,40.0
1645,3301504,RJ,15.0
1646,3301603,RJ,532.5
1647,3301702,RJ,158.5
1648,3301850,RJ,117.5
1649,3301876,RJ,25.5
1650,3301900,RJ,491.0
1651,3302106,RJ,51.0
1652,3302270,RJ,62.0
1653,3302403,RJ,12.0
1654,3302452,RJ,30.0
1655,3302601,RJ,55.0
1656,3302700,RJ,41.0
1657,3302908,RJ,130.0
1658,3303104,RJ,223.5
1659,3303302,RJ,16.0
1660,3303609,RJ,25.5
1661,3303708,RJ,198.5
1662,3303856,RJ,630.0
1663,3303906,RJ,165.0
1664,3304003,RJ,30.0
1665,3304102,RJ,952.5
1666,3304151,RJ,12.0
1667,3304300,RJ,15311.0
1668,3304409,RJ,9.0
1669,3304508,RJ,17.5
1670,3304524,RJ,11.5
1671,3304557,RJ,158.5
1672,3304607,RJ,34.0
1673,3304755,RJ,750.0
1674,3304904,RJ,361.5
1675,3305133,RJ,90.0
1676,3305158,RJ,5210.0
1677,3305208,RJ,102.5
1678,3305406,RJ,1725.5
1679,3305505,RJ,192.0
1680,3305554,RJ,49.0
1681,3305604,RJ,1405.5
1682,3305703,RJ,1590.0
1683,3305752,RJ,10054.5
1684,3305802,RJ,4500.0
1685,3305901,RJ,90.0
1686,3306008,RJ,44.5
1687,3306156,RJ,176.5
1688,3306206,RJ,64.0
1689,3500105,SP,195.0
1690,3500204,SP,25099.0
1691,3500303,SP,139461.5
1692,3500501,SP,167.0
1693,3500550,SP,77812.5
1694,3500709,SP,13230.0
1695,3500758,SP,7267.5
1696,3500808,SP,13.0
1697,3500907,SP,41151.0
1698,3501004,SP,12810.0
1699,3501103,SP,8.0
1700,3501152,SP,90.5
1701,3501202,SP,1269.5
1702,3501301,SP,320.0
1703,3501400,SP,26.0
1704,3501509,SP,5976.0
1705,3501707,SP,2421.0
1706,3501806,SP,5184.0
1707,3501905,SP,12144.5
1708,3502002,SP,17593.0
1709,3502101,SP,121.5
1710,3502200,SP,88521.0
1711,3502309,SP,32560.5
1712,3502606,SP,3315.0
1713,3502705,SP,270.0
1714,3502754,SP,171.5
1715,3502903,SP,1928.0
1716,3503109,SP,31577.0
1717,3503158,SP,70.0
1718,3503208,SP,12655.0
1719,3503307,SP,17510.0
1720,3503406,SP,18463.0
1721,3503703,SP,1675.0
1722,3503802,SP,31962.0
1723,3503950,SP,16137.5
1724,3504107,SP,1062.5
1725,3504206,SP,1374.0
1726,3504305,SP,32227.5
1727,3504503,SP,157832.5
1728,3504602,SP,1764.0
1729,3504701,SP,7350.5
1730,3504800,SP,2913.5
1731,3504909,SP,37.5
1732,3505005,SP,285.0
1733,3505203,SP,25084.0
1734,3505351,SP,22.0
1735,3505401,SP,20.5
1736,3505500,SP,81560.0
1737,3505807,SP,235.0
1738,3505906,SP,765.0
1739,3506003,SP,36750.5
1740,3506102,SP,121609.0
1741,3506706,SP,81610.0
1742,3506805,SP,5688.0
1743,3506904,SP,13872.0
1744,3507159,SP,47.5
1745,3507407,SP,18619.0
1746,3507456,SP,29315.0
1747,3507506,SP,163224.0
1748,3507605,SP,5105.5
1749,3507803,SP,485.5
1750,3507902,SP,98647.5
1751,3508009,SP,144616.0
1752,3508306,SP,9646.5
1753,3508405,SP,1056.5
1754,3508603,SP,125.0
1755,3508702,SP,27.0
1756,3508801,SP,30337.5
1757,3509106,SP,69.0
1758,3509254,SP,316.0
1759,3509304,SP,27196.0
1760,3509403,SP,2300.0
1761,3509452,SP,2323.0
1762,3509502,SP,255.0
1763,3509809,SP,6666.5
1764,3509908,SP,15.0
1765,3510104,SP,18627.0
1766,3510203,SP,68880.0
1767,3510302,SP,30297.5
1768,3510708,SP,10357.0
1769,3510807,SP,399204.5
1770,3510906,SP,1000.0
1771,3511102,SP,14463.0
1772,3511201,SP,165.0
1773,3511300,SP,3065.0
1774,3511409,SP,44000.0
1775,3511607,SP,4013.0
1776,3512001,SP,11567.5
1777,3512100,SP,152570.5
1778,3512209,SP,52725.5
1779,3512308,SP,6500.0
1780,3512407,SP,160.0
1781,3512605,SP,3683.0
1782,3512704,SP,1720.0
1783,3512803,SP,1945.0
1784,3512902,SP,36845.0
1785,3513108,SP,897.0
1786,3513207,SP,7182.5
1787,3513405,SP,252.0
1788,3513702,SP,47888.5
1789,3513850,SP,179.5
1790,3514007,SP,27.0
1791,3514106,SP,2711.0
1792,3514205,SP,6967.5
1793,3514304,SP,300.0
1794,3514403,SP,87.5
1795,3514502,SP,22892.0
1796,3514700,SP,3222.0
1797,3514809,SP,86.0
1798,3514908,SP,181.0
1799,3514924,SP,1505.0
1800,3514957,SP,4840.5
1801,3515152,SP,12833.0
1802,3515186,SP,7904.0
1803,3515194,SP,36500.0
1804,3515202,SP,19713.0
1805,3515509,SP,12336.5
1806,3515608,SP,33497.5
1807,3515657,SP,6092.0
1808,3515806,SP,33.0
1809,3515905,SP,991.5
1810,3516002,SP,32.5
1811,3516200,SP,15750.0
1812,3516507,SP,45.0
1813,3516606,SP,19768.0
1814,3516705,SP,2666.0
1815,3516853,SP,24000.0
1816,3516903,SP,54.0
1817,3517000,SP,35285.5
1818,3517208,SP,19593.0
1819,3517307,SP,18735.0
1820,3517505,SP,14642.0
1821,3517604,SP,262.5
1822,3517802,SP,7223.0
1823,3517901,SP,18765.5
1824,3518008,SP,1224.0
1825,3518107,SP,35861.5
1826,3518305,SP,210.0
1827,3518503,SP,3964.5
1828,3518602,SP,37.5
1829,3518909,SP,2617.5
1830,3519055,SP,5104.5
1831,3519105,SP,16233.5
1832,3519204,SP,703.0
1833,3519253,SP,186820.0
1834,3519303,SP,14850.0
1835,3519402,SP,9612.5
1836,3519600,SP,70875.0
1837,3519709,SP,268.0
1838,3519808,SP,12171.5
1839,3520103,SP,8811.5
1840,3520301,SP,8063.0
1841,3520509,SP,50.0
1842,3520608,SP,91.5
1843,3520707,SP,1224.0
1844,3520806,SP,15.0
1845,3521002,SP,10028.0
1846,3521101,SP,15.0
1847,3521150,SP,6189.0
1848,3521200,SP,54.0
1849,3521408,SP,458.0
1850,3521507,SP,49526.5
1851,3521606,SP,238.0
1852,3521705,SP,18309.0
1853,3521804,SP,38606.5
1854,3521903,SP,99320.0
1855,3522000,SP,1809.0
1856,3522109,SP,30.0
1857,3522158,SP,25.0
1858,3522307,SP,145071.0
1859,3522406,SP,14172.0
1860,3522604,SP,8035.5
1861,3522653,SP,129.5
1862,3522703,SP,93766.0
1863,3522802,SP,2400.0
1864,3523206,SP,1558.5
1865,3523404,SP,1086.5
1866,3523503,SP,72084.5
1867,3523602,SP,7355.0
1868,3523800,SP,157.5
1869,3523909,SP,31.0
1870,3524006,SP,335.0
1871,3524204,SP,264.5
1872,3524303,SP,355.0
1873,3524402,SP,67.5
1874,3524501,SP,663.5
1875,3524600,SP,48.0
1876,3524709,SP,10831.5
1877,3524808,SP,23048.0
1878,3525102,SP,241.5
1879,3525201,SP,258.0
1880,3525300,SP,66.0
1881,3525409,SP,2416.0
1882,3525508,SP,112.5
1883,3525706,SP,10659.0
1884,3525805,SP,7650.0
1885,3525904,SP,4781.0
1886,3526001,SP,135.0
1887,3526100,SP,12.0
1888,3526308,SP,75.0
1889,3526407,SP,14.5
1890,3526506,SP,97.5
1891,3526704,SP,27581.0
1892,3526803,SP,21360.0
1893,3526902,SP,19988.0
1894,3527009,SP,140.0
1895,3527108,SP,613.5
1896,3527306,SP,59.0
1897,3527405,SP,97.5
1898,3527504,SP,75419.0
1899,3527603,SP,23850.0
1900,3527801,SP,6941.0
1901,3528007,SP,13.0
1902,3528106,SP,128.0
1903,3528205,SP,3357.0
1904,3528304,SP,567.0
1905,3528403,SP,273.0
1906,3528601,SP,7575.0
1907,3528700,SP,52.0
1908,3528858,SP,15257.5
1909,3528908,SP,450.0
1910,3529005,SP,19352.0
1911,3529104,SP,5027.5
1912,3529302,SP,53566.5
1913,3529500,SP,1443.5
1914,3529609,SP,6120.0
1915,3529658,SP,5703.0
1916,3529807,SP,885.0
1917,3530003,SP,269.5
1918,3530102,SP,1562.0
1919,3530201,SP,12.5
1920,3530300,SP,13094.5
1921,3530409,SP,4491.5
1922,3530508,SP,90632.0
1923,3530607,SP,911.0
1924,3530706,SP,176032.0
1925,3530805,SP,116070.0
1926,3531001,SP,400.0
1927,3531209,SP,568.0
1928,3531308,SP,34193.0
1929,3531407,SP,2253.5
1930,3531506,SP,61961.0
1931,3531605,SP,13.5
1932,3532009,SP,478.0
1933,3532058,SP,8772.5
1934,3532108,SP,540.0
1935,3532207,SP,10.5
1936,3532306,SP,61.0
1937,3532405,SP,129.5
1938,3532504,SP,2719.0
1939,3532603,SP,1448.5
1940,3532702,SP,10500.0
1941,3532801,SP,3741.0
1942,3532827,SP,1690.0
1943,3532843,SP,1175.0
1944,3532868,SP,18.0
1945,3532900,SP,6300.0
1946,3533007,SP,70255.0
1947,3533254,SP,2050.0
1948,3533502,SP,33560.0
1949,3533700,SP,10592.0
1950,3533908,SP,36846.0
1951,3534005,SP,32172.5
1952,3534203,SP,6809.5
1953,3534609,SP,80.0
1954,3534757,SP,8168.0
1955,3534807,SP,70.0
1956,3534906,SP,136.5
1957,3535002,SP,20680.5
1958,3535101,SP,179.5
1959,3535200,SP,17551.0
1960,3535309,SP,40.0
1961,3535705,SP,9750.0
1962,3535804,SP,64225.0
1963,3535903,SP,8854.0
1964,3536000,SP,812.5
1965,3536109,SP,38444.5
1966,3536208,SP,11630.0
1967,3536257,SP,10697.5
1968,3536307,SP,30600.0
1969,3536406,SP,112.5
1970,3536570,SP,16207.0
1971,3536604,SP,18142.0
1972,3536703,SP,15287.5
1973,3536802,SP,272.0
1974,3536901,SP,5348.0
1975,3537008,SP,41027.0
1976,3537107,SP,279.0
1977,3537206,SP,15.0
1978,3537305,SP,16.0
1979,3537404,SP,11.0
1980,3537602,SP,0.5
1981,3537800,SP,145.0
1982,3537909,SP,7061.5
1983,3538006,SP,164.5
1984,3538105,SP,10870.0
1985,3538204,SP,161.0
1986,3538303,SP,22.0
1987,3538600,SP,200.0
1988,3538709,SP,30845.0
1989,3538808,SP,1275.0
1990,3538907,SP,83962.5
1991,3539004,SP,25878.5
1992,3539301,SP,39638.0
1993,3539400,SP,28580.5
1994,3539509,SP,282.0
1995,3539707,SP,34.0
1996,3539905,SP,1386.0
1997,3540002,SP,26.5
1998,3540101,SP,1503.5
1999,3540259,SP,9358.5
2000,3540309,SP,608.0
2001,3540408,SP,6850.0
2002,3540507,SP,7602.5
2003,3540606,SP,6046.0
2004,3540705,SP,5985.0
2005,3540804,SP,14351.0
2006,3540853,SP,240.0
2007,3540903,SP,275.0
2008,3541059,SP,7650.0
2009,3541109,SP,10750.5
2010,3541307,SP,338.5
2011,3541406,SP,246.5
2012,3541505,SP,106.5
2013,3541604,SP,24.0
2014,3541653,SP,433.0
2015,3541703,SP,225.0
2016,3541901,SP,69.0
2017,3542305,SP,56.0
2018,3542503,SP,49475.5
2019,3542602,SP,426.0
2020,3542800,SP,252.5
2021,3542909,SP,39217.0
2022,3543006,SP,311.0
2023,3543253,SP,333.0
2024,3543402,SP,70.5
2025,3543709,SP,17469.5
2026,3543907,SP,15670.5
2027,3544202,SP,3141.5
2028,3544509,SP,566.0
2029,3544608,SP,3242.0
2030,3544707,SP,135.0
2031,3544806,SP,5479.0
2032,3545100,SP,95.0
