,cod_ibge,uf,qnt_produzida
2033,3545308,SP,1777.0
2034,3545605,SP,19767.5
2035,3545704,SP,1507.5
2036,3546009,SP,9.0
2037,3546108,SP,3417.0
2038,3546207,SP,159.0
2039,3546256,SP,10.5
2040,3546306,SP,10853.0
2041,3546405,SP,213797.5
2042,3546504,SP,67.5
2043,3546603,SP,9937.0
2044,3546801,SP,120.0
2045,3546900,SP,2461.0
2046,3547007,SP,6000.0
2047,3547205,SP,4777.0
2048,3547403,SP,4280.0
2049,3547502,SP,14442.0
2050,3547601,SP,11729.0
2051,3547650,SP,16146.0
2052,3547908,SP,37103.5
2053,3548005,SP,24812.0
2054,3548054,SP,29402.0
2055,3548401,SP,10.0
2056,3548906,SP,20920.0
2057,3549003,SP,1597.5
2058,3549102,SP,11818.5
2059,3549201,SP,2899.0
2060,3549250,SP,1115.5
2061,3549706,SP,12540.0
2062,3549805,SP,3132.5
2063,3550001,SP,72.0
2064,3550100,SP,20400.0
2065,3550209,SP,14063.5
2066,3550407,SP,30175.0
2067,3550506,SP,39230.0
2068,3550605,SP,343.0
2069,3550902,SP,6933.5
2070,3551108,SP,5476.0
2071,3551306,SP,510.5
2072,3551405,SP,31.5
2073,3551603,SP,3000.0
2074,3551801,SP,80.0
2075,3551900,SP,14027.5
2076,3552007,SP,225.0
2077,3552106,SP,5075.0
2078,3552205,SP,10658.5
2079,3552304,SP,41008.0
2080,3552551,SP,3105.0
2081,3552601,SP,27620.0
2082,3552700,SP,16109.5
2083,3553104,SP,4301.5
2084,3553203,SP,4035.5
2085,3553302,SP,57057.5
2086,3553401,SP,10740.0
2087,3553658,SP,41252.0
2088,3553708,SP,58696.0
2089,3553807,SP,6464.0
2090,3553856,SP,8917.5
2091,3554003,SP,13832.5
2092,3554409,SP,1622.5
2093,3554706,SP,4988.5
2094,3554755,SP,590.0
2095,3554805,SP,100.0
2096,3554904,SP,6063.5
2097,3555000,SP,125.0
2098,3555109,SP,79.5
2099,3555307,SP,9644.5
2100,3555356,SP,17549.5
2101,3555406,SP,10.0
2102,3555505,SP,71994.0
2103,3555604,SP,4031.0
2104,3555802,SP,20963.5
2105,3555901,SP,1610.5
2106,3556008,SP,47090.0
2107,3556107,SP,618.5
2108,3556206,SP,176.5
2109,3556354,SP,11.0
2110,3556404,SP,7181.0
2111,3556602,SP,98.0
2112,3556701,SP,50.0
2113,3556800,SP,5881.5
2114,3556909,SP,19850.0
2115,3556958,SP,4995.0
2116,3557105,SP,8276.0
2117,3557154,SP,1349.0
2118,3557303,SP,26623.5
2119,4100103,PR,50.0
2120,4100202,PR,224.0
2121,4100509,PR,6185.0
2122,4100608,PR,43697.0
2123,4100806,PR,34.0
2124,4101002,PR,291.0
2125,4101051,PR,197.0
2126,4101101,PR,818.0
2127,4101150,PR,5300.5
2128,4101200,PR,344.0
2129,4101309,PR,51.5
2130,4101408,PR,1425.0
2131,4101507,PR,597.0
2132,4101606,PR,48.0
2133,4101655,PR,15.0
2134,4101705,PR,50.0
2135,4101853,PR,110.0
2136,4101903,PR,2393.5
2137,4102109,PR,370.5
2138,4102208,PR,9534.0
2139,4102307,PR,33.0
2140,4102406,PR,622.5
2141,4102505,PR,260.0
2142,4102604,PR,400.0
2143,4102703,PR,40.0
2144,4102752,PR,196.5
2145,4102802,PR,263.0
2146,4102901,PR,62.5
2147,4103024,PR,190.5
2148,4103040,PR,204.0
2149,4103057,PR,215.0
2150,4103156,PR,372.0
2151,4103206,PR,50.0
2152,4103222,PR,44.5
2153,4103305,PR,37.5
2154,4103354,PR,105.0
2155,4103453,PR,68.0
2156,4103602,PR,103.0
2157,4103701,PR,4703.5
2158,4103800,PR,95.5
2159,4103958,PR,108.0
2160,4104055,PR,100.0
2161,4104204,PR,395.0
2162,4104303,PR,58.5
2163,4104402,PR,404.0
2164,4104428,PR,203.0
2165,4104451,PR,120.0
2166,4104501,PR,400.0
2167,4104600,PR,85.0
2168,4104709,PR,205.0
2169,4104808,PR,372.5
2170,4104907,PR,340.0
2171,4105003,PR,221.0
2172,4105102,PR,695.0
2173,4105201,PR,51545.0
2174,4105300,PR,64.0
2175,4105409,PR,262.0
2176,4105508,PR,560.0
2177,4105607,PR,3748.5
2178,4105706,PR,53.5
2179,4106001,PR,1650.0
2180,4106100,PR,109.0
2181,4106209,PR,13.5
2182,4106308,PR,46.0
2183,4106407,PR,923.5
2184,4106456,PR,39.0
2185,4106506,PR,123.0
2186,4106555,PR,216.0
2187,4106571,PR,322.5
2188,4106605,PR,32587.5
2189,4106704,PR,5290.0
2190,4106803,PR,128.5
2191,4107009,PR,6.0
2192,4107124,PR,20.0
2193,4107157,PR,65.5
2194,4107207,PR,370.0
2195,4107256,PR,50.0
2196,4107405,PR,278.0
2197,4107504,PR,19.5
2198,4107546,PR,25.0
2199,4107553,PR,5.0
2200,4107603,PR,28.5
2201,4107702,PR,47.5
2202,4107736,PR,4.0
2203,4107751,PR,89.0
2204,4107801,PR,6765.0
2205,4107850,PR,197.0
2206,4108007,PR,17.5
2207,4108106,PR,392.5
2208,4108205,PR,10.0
2209,4108304,PR,156.0
2210,4108403,PR,765.0
2211,4108452,PR,61.5
2212,4108502,PR,23.0
2213,4108551,PR,22.5
2214,4108650,PR,114.0
2215,4108700,PR,15.0
2216,4108809,PR,10.0
2217,4108908,PR,21235.0
2218,4108957,PR,13.0
2219,4109005,PR,75.0
2220,4109104,PR,892.0
2221,4109203,PR,483.0
2222,4109302,PR,147.5
2223,4109401,PR,240.5
2224,4109500,PR,32.5
2225,4109609,PR,55.0
2226,4109658,PR,59.0
2227,4109708,PR,502.5
2228,4109757,PR,75.0
2229,4109807,PR,404.0
2230,4110052,PR,39.5
2231,4110078,PR,54.5
2232,4110102,PR,65.0
2233,4110201,PR,15.0
2234,4110300,PR,136.0
2235,4110409,PR,117.0
2236,4110607,PR,55.0
2237,4110706,PR,29.5
2238,4110805,PR,214.0
2239,4110953,PR,37.0
2240,4111001,PR,97.5
2241,4111100,PR,40.0
2242,4111209,PR,69.0
2243,4111258,PR,2927.5
2244,4111308,PR,1.0
2245,4111407,PR,93.0
2246,4111506,PR,481.5
2247,4111555,PR,111.5
2248,4111704,PR,195.0
2249,4111803,PR,175.0
2250,4111902,PR,924.5
2251,4112009,PR,11.0
2252,4112108,PR,65.0
2253,4112306,PR,197.5
2254,4112405,PR,455.0
2255,4112504,PR,475.0
2256,4112702,PR,1050.0
2257,4112751,PR,24.0
2258,4112801,PR,68.0
2259,4112900,PR,70.0
2260,4113007,PR,10.0
2261,4113254,PR,102.0
2262,4113304,PR,82.5
2263,4113403,PR,9.5
2264,4113429,PR,44.0
2265,4113452,PR,168.0
2266,4113502,PR,1797.5
2267,4113700,PR,4925.0
2268,4113734,PR,100.0
2269,4113759,PR,466.0
2270,4113809,PR,7.5
2271,4113908,PR,150.0
2272,4114104,PR,163.5
2273,4114203,PR,130.0
2274,4114351,PR,192.5
2275,4114401,PR,26.5
2276,4114500,PR,84.5
2277,4114609,PR,41.0
2278,4114708,PR,377.5
2279,4114807,PR,72.0
2280,4114906,PR,901.0
2281,4115002,PR,5.0
2282,4115101,PR,7.5
2283,4115200,PR,70.5
2284,4115309,PR,56.5
2285,4115408,PR,286.0
2286,4115457,PR,22.5
2287,4115507,PR,18.0
2288,4115606,PR,106.0
2289,4115739,PR,76.0
2290,4115754,PR,806.0
2291,4115804,PR,93.0
2292,4115853,PR,15.0
2293,4115903,PR,3363.5
2294,4116000,PR,7.5
2295,4116059,PR,85.0
2296,4116109,PR,98.0
2297,4116208,PR,1180.0
2298,4116307,PR,16.0
2299,4116505,PR,2083.0
2300,4116604,PR,1471.5
2301,4116703,PR,124.5
2302,4116901,PR,19336.5
2303,4116950,PR,273.0
2304,4117008,PR,277.0
2305,4117057,PR,40.0
2306,4117206,PR,15.0
2307,4117214,PR,420.0
2308,4117255,PR,423.5
2309,4117271,PR,386.5
2310,4117297,PR,29.0
2311,4117305,PR,107.5
2312,4117404,PR,616.0
2313,4117503,PR,10.0
2314,4117602,PR,5.5
2315,4117800,PR,314.0
2316,4117909,PR,7.5
2317,4118006,PR,1133.5
2318,4118105,PR,11.0
2319,4118204,PR,75.0
2320,4118402,PR,59299.5
2321,4118501,PR,174.5
2322,4118600,PR,40.0
2323,4118709,PR,31.0
2324,4118808,PR,39.5
2325,4118857,PR,296.0
2326,4118907,PR,35.0
2327,4119004,PR,135.0
2328,4119202,PR,275.0
2329,4119251,PR,102.0
2330,4119301,PR,116.5
2331,4119400,PR,44.5
2332,4119608,PR,328.5
2333,4119657,PR,100.0
2334,4119806,PR,398.0
2335,4119905,PR,82.0
2336,4120002,PR,7.0
2337,4120150,PR,17.0
2338,4120309,PR,41.0
2339,4120333,PR,76.5
2340,4120358,PR,176.5
2341,4120408,PR,5583.5
2342,4120606,PR,2047.5
2343,4120655,PR,3.5
2344,4120705,PR,61.0
2345,4120903,PR,90.0
2346,4121000,PR,10.0
2347,4121109,PR,22.0
2348,4121208,PR,50.0
2349,4121257,PR,92.5
2350,4121307,PR,2144.5
2351,4121406,PR,310.5
2352,4121505,PR,13.0
2353,4121604,PR,313.5
2354,4121703,PR,79.5
2355,4121752,PR,57.5
2356,4121802,PR,64.0
2357,4121901,PR,289.0
2358,4122107,PR,10.5
2359,4122156,PR,72.0
2360,4122206,PR,4687.5
2361,4122404,PR,2815.0
2362,4122503,PR,158.5
2363,4122602,PR,5030.5
2364,4122651,PR,25.0
2365,4122701,PR,1143.5
2366,4122800,PR,325.0
2367,4122909,PR,80.0
2368,4123006,PR,257.0
2369,4123105,PR,206.0
2370,4123204,PR,273.5
2371,4123303,PR,10.0
2372,4123402,PR,1133.0
2373,4123501,PR,12.0
2374,4123709,PR,500.0
2375,4123808,PR,263.5
2376,4123824,PR,78.0
2377,4123857,PR,205.5
2378,4123907,PR,5707.0
2379,4123956,PR,93.0
2380,4124004,PR,502.5
2381,4124020,PR,130.0
2382,4124103,PR,93.5
2383,4124301,PR,54.0
2384,4124400,PR,370.0
2385,4124608,PR,4640.0
2386,4124707,PR,1640.0
2387,4124806,PR,30.0
2388,4124905,PR,9270.0
2389,4125209,PR,220.0
2390,4125308,PR,1563.5
2391,4125357,PR,2023.5
2392,4125407,PR,1456.5
2393,4125456,PR,20.0
2394,4125555,PR,20.0
2395,4125605,PR,175.0
2396,4125704,PR,47.5
2397,4125753,PR,10.0
2398,4125803,PR,5.0
2399,4126009,PR,3841.5
2400,4126108,PR,395.0
2401,4126207,PR,22.0
2402,4126256,PR,85.0
2403,4126272,PR,40.0
2404,4126306,PR,396.5
2405,4126355,PR,52.5
2406,4126405,PR,348.0
2407,4126504,PR,225.0
2408,4126603,PR,60.0
2409,4126652,PR,70.0
2410,4126678,PR,82.5
2411,4126702,PR,960.0
2412,4126801,PR,1350.0
2413,4126900,PR,298.5
2414,4127007,PR,45.0
2415,4127106,PR,30.0
2416,4127304,PR,600.5
2417,4127403,PR,82.0
2418,4127502,PR,38.0
2419,4127809,PR,170.0
2420,4127858,PR,245.0
2421,4127957,PR,5.0
2422,4127965,PR,180.0
2423,4128104,PR,202.5
2424,4128203,PR,96.0
2425,4128302,PR,1334.0
2426,4128401,PR,8867.5
2427,4128500,PR,457.0
2428,4128559,PR,222.5
2429,4128609,PR,283.5
2430,4128633,PR,12302.5
2431,4128658,PR,15.0
2432,4128708,PR,70.5
2433,4200051,SC,172.0
2434,4200200,SC,239.0
2435,4200309,SC,75.0
2436,4200408,SC,35.0
2437,4200507,SC,205.0
2438,4200606,SC,368.0
2439,4200705,SC,16.5
2440,4200754,SC,460.0
2441,4200804,SC,39.0
2442,4200903,SC,53.5
2443,4201000,SC,60.0
2444,4201109,SC,50.0
2445,4201208,SC,308.0
2446,4201257,SC,109.0
2447,4201273,SC,187.5
2448,4201307,SC,264.0
2449,4201406,SC,2872.5
2450,4201505,SC,111.0
2451,4201703,SC,34.5
2452,4201802,SC,61.0
2453,4201901,SC,261.0
2454,4202073,SC,915.0
2455,4202081,SC,100.0
2456,4202099,SC,12.0
2457,4202156,SC,6.0
2458,4202206,SC,12.0
2459,4202305,SC,139.5
2460,4202701,SC,50.0
2461,4202800,SC,92.5
2462,4202859,SC,70.5
2463,4203600,SC,120.0
2464,4203709,SC,6.0
2465,4203907,SC,80.0
2466,4204152,SC,176.0
2467,4204178,SC,100.0
2468,4204194,SC,52.5
2469,4204202,SC,1296.0
2470,4204251,SC,72.0
2471,4204301,SC,1750.0
2472,4204400,SC,75.0
2473,4204608,SC,20.0
2474,4204756,SC,20.5
2475,4204905,SC,90.0
2476,4205001,SC,16.0
2477,4205100,SC,132.5
2478,4205159,SC,40.5
2479,4205191,SC,150.0
2480,4205209,SC,14.0
2481,4205357,SC,54.0
2482,4205456,SC,63.0
2483,4206108,SC,60.0
2484,4206207,SC,7.5
2485,4206306,SC,75.0
2486,4206405,SC,80.0
2487,4206504,SC,151.5
2488,4206603,SC,6.0
2489,4206702,SC,32.5
2490,4206801,SC,54.0
2491,4206900,SC,127.5
2492,4207007,SC,220.0
2493,4207403,SC,107.5
2494,4207502,SC,60.0
2495,4207601,SC,489.5
2496,4207650,SC,30.0
2497,4207700,SC,30.0
2498,4207759,SC,80.0
2499,4208005,SC,182.0
2500,4208104,SC,500.0
2501,4208401,SC,72.0
2502,4208500,SC,230.0
2503,4208609,SC,13.5
2504,4208708,SC,1080.0
2505,4209003,SC,13.0
2506,4209151,SC,142.5
2507,4209201,SC,42.0
2508,4209508,SC,180.0
2509,4209607,SC,32.0
2510,4209805,SC,210.5
2511,4209904,SC,255.0
2512,4210035,SC,46.0
2513,4210100,SC,65.0
2514,4210605,SC,7.5
2515,4211009,SC,200.0
2516,4211207,SC,37.5
2517,4211504,SC,13.5
2518,4211702,SC,157.5
2519,4211801,SC,21.0
2520,4211876,SC,84.0
2521,4212106,SC,206.5
2522,4212239,SC,24.0
2523,4212254,SC,198.0
2524,4212304,SC,142.0
2525,4212403,SC,740.0
2526,4212601,SC,369.5
2527,4212700,SC,152.0
2528,4212908,SC,55.0
2529,4213104,SC,560.0
2530,4213153,SC,21.0
2531,4213401,SC,76.5
2532,4213708,SC,48.5
2533,4213807,SC,550.0
2534,4213906,SC,82.0
2535,4214003,SC,280.0
2536,4214102,SC,198.0
2537,4214300,SC,18.0
2538,4214607,SC,150.0
2539,4214706,SC,8.5
2540,4214805,SC,180.0
2541,4214904,SC,189.0
2542,4215109,SC,9.5
2543,4215208,SC,72.0
2544,4215455,SC,37.5
2545,4215554,SC,12.0
2546,4215604,SC,40.0
2547,4215653,SC,2600.0
2548,4215679,SC,26.0
2549,4215703,SC,215.0
2550,4215901,SC,73.0
2551,4216008,SC,300.0
2552,4216255,SC,12.0
2553,4216404,SC,6500.0
2554,4216701,SC,30.0
2555,4217006,SC,23.0
2556,4217105,SC,40.0
2557,4217204,SC,25.0
2558,4217253,SC,38.5
2559,4217402,SC,249.0
2560,4217501,SC,360.0
2561,4217550,SC,10.0
2562,4217709,SC,6955.0
2563,4217758,SC,47.5
2564,4217808,SC,85.0
2565,4217907,SC,165.0
2566,4218004,SC,304.5
2567,4218202,SC,37.5
2568,4218400,SC,150.0
2569,4218509,SC,13.0
2570,4218608,SC,130.0
2571,4218707,SC,179.5
2572,4218806,SC,195.0
2573,4219002,SC,481.0
2574,4219200,SC,157.5
2575,4219309,SC,30.0
2576,4219358,SC,262.5
2577,4219408,SC,270.0
2578,4219606,SC,275.0
2579,4220000,SC,295.0
2580,4300034,RS,57.5
2581,4300059,RS,52.0
2582,4300109,RS,572.0
2583,4300208,RS,145.0
2584,4300307,RS,988.0
2585,4300406,RS,315.0
2586,4300455,RS,124.5
2587,4300471,RS,72.5
2588,4300505,RS,9398.5
2589,4300554,RS,301.0
2590,4300570,RS,518.0
2591,4300638,RS,114.0
2592,4300646,RS,1189.0
2593,4300661,RS,72.5
2594,4300703,RS,2360.0
2595,4300802,RS,2860.0
2596,4300851,RS,12.5
2597,4300877,RS,29.5
2598,4300901,RS,7857.5
2599,4301008,RS,297.0
2600,4301057,RS,34.0
2601,4301073,RS,50.0
2602,4301107,RS,50.5
2603,4301206,RS,416.0
2604,4301404,RS,2977.5
2605,4301503,RS,357.0
2606,4301552,RS,70.0
2607,4301602,RS,30.5
2608,4301651,RS,230.0
2609,4301701,RS,1285.0
2610,4301750,RS,49.5
2611,4301800,RS,10.0
2612,4301859,RS,20.5
2613,4301909,RS,92.5
2614,4301925,RS,1005.0
2615,4301958,RS,135.0
2616,4302006,RS,160.0
2617,4302055,RS,180.0
2618,4302105,RS,1837.5
2619,4302154,RS,45.0
2620,4302204,RS,230.0
2621,4302220,RS,162.0
2622,4302238,RS,88.0
2623,4302253,RS,95.0
2624,4302352,RS,2838.5
2625,4302378,RS,114.5
2626,4302402,RS,28.5
2627,4302451,RS,280.5
2628,4302501,RS,184.0
2629,4302584,RS,430.0
2630,4302600,RS,36.0
2631,4302659,RS,4359.5
2632,4302709,RS,561.0
2633,4302808,RS,934.5
2634,4302907,RS,1400.0
2635,4303004,RS,769.0
2636,4303202,RS,45.0
2637,4303301,RS,133.5
2638,4303400,RS,246.5
2639,4303509,RS,479.0
2640,4303673,RS,116.0
2641,4303707,RS,241.0
2642,4303806,RS,24.5
2643,4303905,RS,120.0
2644,4304002,RS,54.5
2645,4304101,RS,446.0
2646,4304200,RS,657.0
2647,4304309,RS,199.5
2648,4304358,RS,37.5
2649,4304408,RS,141.0
2650,4304507,RS,395.0
2651,4304614,RS,300.5
2652,4304655,RS,186.0
2653,4304663,RS,184.5
2654,4304689,RS,169.0
2655,4304697,RS,155.0
2656,4304705,RS,49.0
2657,4304713,RS,156.5
2658,4304804,RS,276.0
2659,4304853,RS,139.5
2660,4304903,RS,35.0
2661,4304952,RS,9.0
2662,4305009,RS,1135.0
2663,4305108,RS,2076.5
2664,4305116,RS,820.0
2665,4305124,RS,45.5
2666,4305132,RS,267.5
2667,4305157,RS,245.0
2668,4305173,RS,85.5
2669,4305207,RS,212.5
2670,4305306,RS,675.0
2671,4305355,RS,104.0
2672,4305371,RS,270.0
2673,4305405,RS,70.0
2674,4305447,RS,195.5
2675,4305504,RS,52.0
2676,4305587,RS,130.0
2677,4305603,RS,202.5
2678,4305702,RS,32.0
2679,4305801,RS,1420.0
2680,4305835,RS,95.0
2681,4305850,RS,112.5
2682,4305871,RS,75.0
2683,4305900,RS,73.0
2684,4305934,RS,409.0
2685,4305959,RS,1179.0
2686,4305975,RS,19.5
2687,4306007,RS,356.0
2688,4306056,RS,117.0
2689,4306072,RS,138.0
2690,4306106,RS,83.0
2691,4306130,RS,90.0
2692,4306205,RS,304.0
2693,4306304,RS,90.0
2694,4306320,RS,87.5
2695,4306353,RS,62.0
2696,4306379,RS,140.0
2697,4306403,RS,167.5
2698,4306429,RS,9.5
2699,4306452,RS,712.5
2700,4306502,RS,466.5
2701,4306551,RS,87.5
2702,4306601,RS,5.0
2703,4306700,RS,50.0
2704,4306734,RS,40.0
2705,4306759,RS,107.5
2706,4306767,RS,68.5
2707,4306809,RS,276.0
2708,4306908,RS,285.0
2709,4306924,RS,150.5
2710,4306932,RS,206.0
2711,4306973,RS,27.5
2712,4307005,RS,775.5
2713,4307054,RS,25.0
2714,4307104,RS,20.0
2715,4307203,RS,975.0
2716,4307302,RS,125.0
2717,4307450,RS,148.5
2718,4307500,RS,814.0
2719,4307559,RS,20.0
2720,4307609,RS,154.5
2721,4307807,RS,349.5
2722,4307815,RS,214.5
2723,4307831,RS,44.5
2724,4307864,RS,158.0
2725,4307906,RS,1962.5
2726,4308003,RS,127.0
2727,4308078,RS,335.0
2728,4308102,RS,54.0
2729,4308201,RS,306.0
2730,4308250,RS,145.0
2731,4308409,RS,291.0
2732,4308433,RS,56.0
2733,4308458,RS,187.5
2734,4308508,RS,443.0
2735,4308607,RS,336.5
2736,4308656,RS,135.0
2737,4308706,RS,375.0
2738,4308805,RS,79.0
2739,4308854,RS,20.0
2740,4308904,RS,121.0
2741,4309001,RS,178.5
2742,4309050,RS,252.5
2743,4309100,RS,166.0
2744,4309126,RS,318.0
2745,4309159,RS,138.0
2746,4309209,RS,10.5
2747,4309258,RS,127.5
2748,4309407,RS,1773.0
2749,4309506,RS,332.0
2750,4309555,RS,10550.0
2751,4309571,RS,47.5
2752,4309605,RS,165.5
2753,4309654,RS,66.0
2754,4309704,RS,190.0
2755,4309753,RS,307.0
2756,4309803,RS,81.0
2757,4309902,RS,112.5
2758,4309951,RS,45.5
2759,4310009,RS,250.0
2760,4310108,RS,83.5
2761,4310207,RS,1141.0
2762,4310306,RS,675.0
2763,4310363,RS,588.0
2764,4310405,RS,115.0
2765,4310413,RS,25.0
2766,4310439,RS,82.5
2767,4310462,RS,8.0
2768,4310504,RS,590.0
2769,4310538,RS,81.0
2770,4310553,RS,146.5
2771,4310579,RS,154.0
2772,4310603,RS,116.0
2773,4310652,RS,297.0
2774,4310702,RS,7555.0
2775,4310751,RS,626.0
2776,4310801,RS,221.0
2777,4310850,RS,197.5
2778,4310876,RS,226.5
2779,4310900,RS,152.5
2780,4311106,RS,748.0
2781,4311122,RS,18.0
2782,4311130,RS,310.0
2783,4311155,RS,255.0
2784,4311205,RS,259.5
2785,4311239,RS,185.0
2786,4311254,RS,219.0
2787,4311270,RS,26.5
2788,4311304,RS,257.5
2789,4311403,RS,111.5
2790,4311429,RS,67.0
2791,4311502,RS,8.5
2792,4311601,RS,8631.5
2793,4311627,RS,1150.5
2794,4311643,RS,126.0
2795,4311700,RS,95.5
2796,4311718,RS,19.5
2797,4311734,RS,935.0
2798,4311759,RS,96.5
2799,4311775,RS,375.0
2800,4311791,RS,2494.5
2801,4311809,RS,160.0
2802,4311908,RS,2485.0
2803,4311981,RS,184.5
2804,4312005,RS,3648.0
2805,4312054,RS,170.0
2806,4312104,RS,45.0
2807,4312138,RS,30.0
2808,4312153,RS,261.0
2809,4312179,RS,42.0
2810,4312203,RS,1325.0
2811,4312302,RS,357.0
2812,4312351,RS,51.0
2813,4312377,RS,290.0
2814,4312385,RS,141.5
2815,4312401,RS,25310.0
2816,4312427,RS,54.0
2817,4312443,RS,64.5
2818,4312450,RS,9.0
2819,4312476,RS,352.5
2820,4312609,RS,349.0
2821,4312658,RS,104.0
2822,4312674,RS,96.0
2823,4312708,RS,407.5
2824,4312757,RS,229.0
2825,4312807,RS,96.0
2826,4312906,RS,394.5
2827,4312955,RS,360.0
2828,4313003,RS,204.0
2829,4313011,RS,87.5
2830,4313037,RS,134.5
2831,4313060,RS,147.0
2832,4313086,RS,121.0
2833,4313102,RS,522.0
2834,4313201,RS,336.0
2835,4313300,RS,178.0
2836,4313334,RS,18.5
2837,4313359,RS,1123.5
2838,4313375,RS,5.5
2839,4313391,RS,144.0
2840,4313409,RS,2222.0
2841,4313425,RS,77.0
2842,4313441,RS,225.0
2843,4313466,RS,464.0
2844,4313490,RS,64.0
2845,4313508,RS,183.0
2846,4313607,RS,440.0
2847,4313706,RS,362.5
2848,4313805,RS,125.5
2849,4313904,RS,360.0
2850,4313953,RS,60.0
2851,4314001,RS,35.5
2852,4314027,RS,279.0
2853,4314035,RS,15195.0
2854,4314050,RS,63.0
2855,4314068,RS,99.5
2856,4314076,RS,102.0
2857,4314100,RS,130.0
2858,4314134,RS,133.0
2859,4314159,RS,750.0
2860,4314175,RS,24.0
2861,4314308,RS,50.0
2862,4314407,RS,920.0
2863,4314423,RS,226.0
2864,4314456,RS,39.0
2865,4314464,RS,75.0
2866,4314472,RS,136.0
2867,4314498,RS,508.5
2868,4314506,RS,92.5
2869,4314548,RS,485.0
2870,4314555,RS,125.5
2871,4314605,RS,50.0
2872,4314704,RS,3060.5
2873,4314753,RS,260.0
2874,4314779,RS,90.5
2875,4314787,RS,40.0
2876,4314803,RS,3686.5
2877,4315008,RS,223.5
2878,4315057,RS,205.5
2879,4315073,RS,407.0
2880,4315107,RS,228.5
2881,4315149,RS,550.5
2882,4315156,RS,200.0
2883,4315172,RS,348.0
2884,4315206,RS,556.0
2885,4315305,RS,284.0
2886,4315321,RS,186.5
2887,4315354,RS,70.0
2888,4315404,RS,160.5
2889,4315453,RS,454.0
2890,4315503,RS,685.0
2891,4315552,RS,650.0
2892,4315701,RS,175.0
2893,4315750,RS,210.5
2894,4315800,RS,1585.0
2895,4315909,RS,851.5
2896,4315958,RS,72.0
2897,4316006,RS,649.0
2898,4316105,RS,204.0
2899,4316204,RS,690.0
2900,4316303,RS,308.0
2901,4316402,RS,7040.0
2902,4316428,RS,25.0
2903,4316436,RS,165.0
2904,4316451,RS,120.0
2905,4316477,RS,175.0
2906,4316501,RS,336.5
2907,4316600,RS,200.0
2908,4316709,RS,184.0
2909,4316733,RS,48.5
2910,4316758,RS,300.0
2911,4316808,RS,424.5
2912,4316907,RS,587.0
2913,4316956,RS,556.5
2914,4316972,RS,2473.5
2915,4317004,RS,455.5
2916,4317103,RS,511.0
2917,4317202,RS,250.0
2918,4317251,RS,345.0
2919,4317400,RS,553.5
2920,4317509,RS,327.0
2921,4317608,RS,726.5
2922,4317707,RS,124.0
2923,4317756,RS,30.0
2924,4317806,RS,112.0
2925,4317905,RS,202.0
2926,4318002,RS,7.5
2927,4318101,RS,124.0
2928,4318200,RS,137.5
2929,4318309,RS,975.0
2930,4318408,RS,56.5
2931,4318424,RS,336.0
2932,4318432,RS,100.0
2933,4318440,RS,31.0
2934,4318457,RS,268.0
2935,4318465,RS,52.5
2936,4318481,RS,3982.5
2937,4318499,RS,98.5
2938,4318606,RS,74.5
2939,4318614,RS,8620.0
2940,4318705,RS,137.5
2941,4318804,RS,7.5
2942,4318903,RS,188.0
2943,4319000,RS,473.0
2944,4319109,RS,89.5
2945,4319125,RS,194.5
2946,4319158,RS,141.5
2947,4319208,RS,186.0
2948,4319307,RS,200.5
2949,4319356,RS,39.0
2950,4319364,RS,23.0
2951,4319372,RS,168.0
2952,4319406,RS,1000.5
2953,4319505,RS,7962.0
2954,4319604,RS,627.5
2955,4319703,RS,316.5
2956,4319711,RS,367.5
2957,4319737,RS,31.0
2958,4319752,RS,53.5
2959,4319802,RS,53.0
2960,4319901,RS,125.0
2961,4320107,RS,325.0
2962,4320206,RS,750.0
2963,4320230,RS,57.5
2964,4320263,RS,139.5
2965,4320305,RS,19.5
2966,4320321,RS,50.5
2967,4320354,RS,263.0
2968,4320404,RS,97.0
2969,4320453,RS,85.0
2970,4320503,RS,122.5
2971,4320552,RS,299.5
2972,4320578,RS,79.0
2973,4320602,RS,2950.0
2974,4320651,RS,79.0
2975,4320677,RS,345.0
2976,4320701,RS,120.0
2977,4320800,RS,37.5
2978,4320859,RS,22.0
2979,4320909,RS,116.0
2980,4321006,RS,24.0
2981,4321105,RS,20.5
2982,4321204,RS,975.0
2983,4321303,RS,122.0
2984,4321329,RS,91.5
2985,4321402,RS,191.5
2986,4321436,RS,292.0
2987,4321451,RS,549.0
2988,4321469,RS,99.0
2989,4321477,RS,232.5
2990,4321493,RS,133.5
2991,4321501,RS,1109.5
2992,4321626,RS,141.0
2993,4321634,RS,641.5
2994,4321667,RS,176.5
2995,4321709,RS,360.5
2996,4321808,RS,139.5
2997,4321832,RS,221.0
2998,4321857,RS,529.5
2999,4321907,RS,330.0
3000,4321956,RS,140.5
3001,4322004,RS,5800.0
3002,4322103,RS,238.0
3003,4322152,RS,139.5
3004,4322186,RS,10.0
3005,4322202,RS,393.5
3006,4322251,RS,7075.0
3007,4322301,RS,75.5
3008,4322327,RS,30.0
3009,4322343,RS,63.5
3010,4322350,RS,215.5
3011,4322376,RS,181.5
3012,4322400,RS,2115.0
3013,4322509,RS,76.0
3014,4322525,RS,35.5
3015,4322533,RS,240.0
3016,4322541,RS,534.0
3017,4322608,RS,2131.5
3018,4322707,RS,322.5
3019,4322806,RS,3764.0
