,cod_ibge,qnt_produzida,uf
523,5006606,1570008.0,MS
524,5007208,656548.7999999999,MS
525,5008404,48061.776,MS
526,5000856,64313.2368,MS
527,5003157,133593.408,MS
528,5003454,74368.8,MS
529,5003751,99158.4,MS
530,5004007,11899.008,MS
531,5004304,219726.0,MS
532,5004601,311597.76,MS
533,5004700,123497.28,MS
534,5004809,12199.488,MS
535,5005103,130708.8,MS
536,5005681,39122.496,MS
537,5005707,545371.2,MS
538,5006259,47325.6,MS
539,5006358,86143.1088,MS
540,5007703,148437.12,MS
541,5007950,95935.752,MS
542,1501451,110576.64,PA
543,1504752,221153.28,PA
544,1505650,3245.1839999999997,PA
545,1506807,144230.4,PA
546,1507953,54003.768,PA
547,1503457,31986.095999999998,PA
548,1505031,99158.4,PA
549,1506195,3371.3856,PA
550,1508050,9465.119999999999,PA
551,1500602,75720.95999999999,PA
552,1508159,1036.656,PA
553,1500131,25240.32,PA
554,1502939,484929.648,PA
555,1505502,858062.7072,PA
556,1506187,220311.936,PA
557,1508126,244768.0032,PA
558,1502764,36813.307199999996,PA
559,1507300,18327.7776,PA
560,1508084,2271.6288,PA
561,1500347,3042.36,PA
562,1505536,2433.888,PA
563,1501758,2388.816,PA
564,1504208,2445.9072,PA
565,1507508,1649.6352,PA
566,1505551,1277.04,PA
567,1506138,26131.2432,PA
568,1506161,2504.5008,PA
569,1508407,540.864,PA
570,1502707,25725.5952,PA
571,1503044,23212.079999999998,PA
572,1506583,255414.0096,PA
573,1506708,362667.3408,PA
574,4100608,1893.024,PR
575,4100905,7483.4544,PR
576,4106704,20282.399999999998,PR
577,4107108,17050.7376,PR
578,4110300,5332.0176,PR
579,4111308,1547.472,PR
580,4112603,7788.4416,PR
581,4113502,3781.5407999999998,PR
582,4115002,1847.952,PR
583,4115903,12499.967999999999,PR
584,4116505,1126.8,PR
585,4117107,1051.68,PR
586,4118006,20733.12,PR
587,4118105,9615.36,PR
588,4118303,11682.6624,PR
589,4118402,1442.3039999999999,PR
590,4119707,2253.6,PR
591,4120200,676.0799999999999,PR
592,4121000,53425.344,PR
593,4123303,29296.8,PR
594,4123709,18028.8,PR
595,4123956,14607.8352,PR
596,4124202,680.5871999999999,PR
597,4124608,22310.64,PR
598,4125902,2288.1552,PR
599,4126702,1352.1599999999999,PR
600,4127304,2262.6144,PR
601,4128625,2666.7599999999998,PR
602,4100707,146484.0,PR
603,4100509,24789.6,PR
604,4103370,102764.16,PR
605,4103479,51382.08,PR
606,4106605,23437.44,PR
607,4107256,7211.5199999999995,PR
608,4107520,600.96,PR
609,4108320,94200.48,PR
610,4109906,2151.4368,PR
611,4110607,115835.04,PR
612,4111555,3245.1839999999997,PR
613,4114708,1787.856,PR
614,4115101,79214.04,PR
615,4117206,1074.216,PR
616,4118857,64436.4336,PR
617,4118907,3335.328,PR
618,4125357,1126.8,PR
619,4126900,6933.576,PR
620,4128104,14319.374399999999,PR
621,4128807,2055.2832,PR
622,4105508,39663.36,PR
623,4105607,3206.1216,PR
624,4109104,6113.2656,PR
625,4110409,6249.9839999999995,PR
626,4112405,35351.472,PR
627,4113007,46288.943999999996,PR
628,4122602,2343.744,PR
629,4125555,5273.424,PR
630,4126108,8984.351999999999,PR
631,4127908,41015.52,PR
632,4100459,9450.096,PR
633,4103008,136297.728,PR
634,4103909,180363.12,PR
635,4108601,156249.6,PR
636,4112207,113055.59999999999,PR
637,4112959,148737.6,PR
638,4116109,60546.72,PR
639,4116802,147235.19999999998,PR
640,4120655,163461.12,PR
641,4121356,109472.376,PR
642,4128005,275840.64,PR
643,4101705,127403.51999999999,PR
644,4102505,81129.59999999999,PR
645,4104303,292968.0,PR
